"jhu_user_id","course_id","discussion_answer_id","discussion_answer_vote_value","discussion_answer_vote_ts"
"7c7a7a33","LEemVewWMPAqsm3Vo3Am1z","f867ee11","0","2016-02-29 01:02:39"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","4aa286e9","1","2016-07-20 13:25:33"
"77dbf43d","LEemVewWMPAqsm3Vo3Am1z","f779ed0c","1","2016-04-20 15:48:00"
"1c1ed85e","LEemVewWMPAqsm3Vo3Am1z","11ea44b1","1","2017-04-27 15:23:07"
"75083179","LEemVewWMPAqsm3Vo3Am1z","acf1a77","1","2016-01-18 20:29:10"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","6d1e58ec","1","2016-02-05 15:08:04"
"60fc563e","LEemVewWMPAqsm3Vo3Am1z","8b3d6f17","1","2016-06-24 16:15:32"
"75083179","LEemVewWMPAqsm3Vo3Am1z","4dad9dc8","0","2016-03-28 06:40:24"
"68f60b0e","LEemVewWMPAqsm3Vo3Am1z","7079c94f","1","2017-09-29 22:00:07"
"77e535b5","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-04-24 15:04:07"
"854947d9","LEemVewWMPAqsm3Vo3Am1z","5a0e1875","1","2016-02-18 02:48:29"
"91115944","LEemVewWMPAqsm3Vo3Am1z","9ce5f23c","1","2016-12-06 01:09:05"
"91115944","LEemVewWMPAqsm3Vo3Am1z","bcb94270","1","2016-02-22 22:53:29"
"9678b784","LEemVewWMPAqsm3Vo3Am1z","68f01ed6","1","2016-02-29 14:43:13"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","108acc5e","1","2016-02-07 08:37:31"
"75083179","LEemVewWMPAqsm3Vo3Am1z","2618329f","1","2016-01-19 12:37:10"
"c97de80b","LEemVewWMPAqsm3Vo3Am1z","1527b7d6","1","2016-07-06 19:35:50"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","6e4799fe","1","2016-07-06 11:10:24"
"80f6cc1c","LEemVewWMPAqsm3Vo3Am1z","13dac56","1","2016-02-22 12:55:12"
"ba2f5d84","LEemVewWMPAqsm3Vo3Am1z","6b5905cb","1","2016-01-11 13:00:11"
"75083179","LEemVewWMPAqsm3Vo3Am1z","47159d4c","1","2016-03-01 19:51:35"
"b26233b1","LEemVewWMPAqsm3Vo3Am1z","41dac0e8","1","2017-03-19 21:26:56"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","8cefc7c2","1","2017-02-03 03:47:25"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","2c65601f","1","2016-05-23 07:56:46"
"c078584e","LEemVewWMPAqsm3Vo3Am1z","cf700c49","1","2016-09-07 01:22:39"
"7f511328","LEemVewWMPAqsm3Vo3Am1z","bdd62199","1","2017-04-21 11:01:51"
"75083179","LEemVewWMPAqsm3Vo3Am1z","78b85dd0","1","2016-03-02 01:12:27"
"60f61b9f","LEemVewWMPAqsm3Vo3Am1z","78b85dd0","1","2017-08-03 00:19:17"
"c97de80b","LEemVewWMPAqsm3Vo3Am1z","848f8443","1","2016-02-29 00:30:21"
"854947d9","LEemVewWMPAqsm3Vo3Am1z","44508fa8","1","2016-05-10 08:04:42"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","a1941f95","1","2016-07-27 07:47:02"
"c07cc3e5","LEemVewWMPAqsm3Vo3Am1z","42e39bb4","1","2016-11-22 11:27:37"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","8e8e5a81","1","2016-03-30 20:27:44"
"3e9ddd93","LEemVewWMPAqsm3Vo3Am1z","e2c6b046","1","2017-02-13 07:49:10"
"c17da052","LEemVewWMPAqsm3Vo3Am1z","e8b5a6e9","0","2017-02-06 06:01:42"
"2203a5b","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-02-21 10:37:14"
"72403250","LEemVewWMPAqsm3Vo3Am1z","7701b646","1","2016-01-11 04:41:54"
"6c0f0846","LEemVewWMPAqsm3Vo3Am1z","5a423721","1","2016-05-24 03:04:13"
"89f99a94","LEemVewWMPAqsm3Vo3Am1z","888e3a1c","1","2016-01-11 17:25:31"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","d82c658a","1","2016-01-11 04:55:52"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","e6b12c6","1","2016-01-15 18:43:23"
"3176632a","LEemVewWMPAqsm3Vo3Am1z","4aa286e9","1","2016-02-06 22:56:24"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","5a423721","1","2017-08-15 21:49:18"
"854947d9","LEemVewWMPAqsm3Vo3Am1z","c22b43e2","1","2016-02-10 03:05:51"
"99f36b5c","LEemVewWMPAqsm3Vo3Am1z","37a2265c","1","2016-02-26 13:59:07"
"fde6b76f","LEemVewWMPAqsm3Vo3Am1z","8a30b3a2","1","2016-08-23 16:03:07"
"1c1ed85e","LEemVewWMPAqsm3Vo3Am1z","5eea0d70","1","2016-03-10 13:16:27"
"1fa37b91","LEemVewWMPAqsm3Vo3Am1z","848f8443","1","2017-02-13 07:48:46"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","9475a26f","1","2017-01-24 21:40:32"
"b26233b1","LEemVewWMPAqsm3Vo3Am1z","8d9cbc7a","1","2016-07-24 09:25:11"
"fca2e29c","LEemVewWMPAqsm3Vo3Am1z","9de984b1","1","2016-02-28 22:27:25"
"e8d7b3c0","LEemVewWMPAqsm3Vo3Am1z","cea1cf6","0","2016-01-06 16:40:40"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","17654086","1","2016-07-20 02:33:48"
"662a4265","LEemVewWMPAqsm3Vo3Am1z","51157b82","1","2017-08-27 03:17:43"
"31a352d8","LEemVewWMPAqsm3Vo3Am1z","cbc099e1","1","2016-12-08 06:41:43"
"8ce3713e","LEemVewWMPAqsm3Vo3Am1z","4aef9079","1","2016-04-12 21:44:05"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","d758f142","0","2016-06-05 01:33:18"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","e1b5f232","1","2016-01-21 03:08:32"
"ac9c5cda","LEemVewWMPAqsm3Vo3Am1z","d660ba04","1","2016-06-24 01:43:24"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","2a3f7d1d","1","2017-08-25 16:06:57"
"2e9e7932","LEemVewWMPAqsm3Vo3Am1z","6b2fa072","1","2017-06-17 21:59:36"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","2a3f7d1d","1","2016-09-04 08:49:45"
"71a6ec10","LEemVewWMPAqsm3Vo3Am1z","cda4580","1","2016-02-07 20:03:58"
"29cf1ef1","LEemVewWMPAqsm3Vo3Am1z","c431b8fd","1","2017-04-25 11:52:24"
"e7aa7c","LEemVewWMPAqsm3Vo3Am1z","e0050fef","1","2016-01-07 00:09:22"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","15e0d01f","1","2016-02-01 16:21:14"
"8ed8b301","LEemVewWMPAqsm3Vo3Am1z","17654086","1","2017-08-25 16:05:37"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","701fe792","1","2017-02-26 11:54:26"
"37b9f74e","LEemVewWMPAqsm3Vo3Am1z","64ef7617","0","2016-03-02 09:07:54"
"597921dc","LEemVewWMPAqsm3Vo3Am1z","4241558b","1","2016-02-19 23:40:17"
"64ec3288","LEemVewWMPAqsm3Vo3Am1z","848f8443","1","2016-01-11 16:03:10"
"2ea2804d","LEemVewWMPAqsm3Vo3Am1z","209412","1","2016-03-01 02:27:06"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","9106f432","1","2016-02-01 09:13:23"
"e88213a2","LEemVewWMPAqsm3Vo3Am1z","4b6c2cd0","1","2016-01-19 01:47:42"
"f13d0ffc","LEemVewWMPAqsm3Vo3Am1z","3de825bc","1","2016-01-11 16:03:12"
"b2c12475","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2017-01-06 15:07:06"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","cc74c41a","1","2016-02-04 19:15:14"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","42e39bb4","1","2017-08-27 03:17:42"
"45502bea","LEemVewWMPAqsm3Vo3Am1z","76e17280","1","2017-04-07 04:26:39"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","6dd1c04","1","2016-01-18 00:52:43"
"ac9c5cda","LEemVewWMPAqsm3Vo3Am1z","81f7fbd6","1","2017-08-13 02:58:13"
"336e138","LEemVewWMPAqsm3Vo3Am1z","7994bb10","1","2016-12-01 16:10:51"
"4a341f5","LEemVewWMPAqsm3Vo3Am1z","87c3444b","1","2016-05-23 07:47:03"
"4c8f83b1","LEemVewWMPAqsm3Vo3Am1z","108acc5e","1","2016-03-27 21:21:56"
"8c2b58e0","LEemVewWMPAqsm3Vo3Am1z","d5e0b350","1","2016-04-16 06:34:08"
"36cae511","LEemVewWMPAqsm3Vo3Am1z","774d1d7e","1","2016-01-19 02:46:58"
"daae8375","LEemVewWMPAqsm3Vo3Am1z","b3d73b76","1","2016-10-28 01:53:07"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","2c65601f","1","2016-12-06 01:31:08"
"97bdf5f8","LEemVewWMPAqsm3Vo3Am1z","15847b2f","1","2016-11-03 15:37:16"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2017-05-17 15:19:14"
"c78268ca","LEemVewWMPAqsm3Vo3Am1z","55c24287","1","2016-05-24 06:46:43"
"3e9ddd93","LEemVewWMPAqsm3Vo3Am1z","58dae226","1","2016-01-14 10:43:43"
"dd64d41f","LEemVewWMPAqsm3Vo3Am1z","e9231a0d","1","2016-01-15 19:12:52"
"6e27ab30","LEemVewWMPAqsm3Vo3Am1z","2441b99e","1","2016-07-20 02:32:42"
"ba2f5d84","LEemVewWMPAqsm3Vo3Am1z","702d043d","1","2016-02-01 06:08:33"
"7037370a","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-11-06 04:56:01"
"18bf12ad","LEemVewWMPAqsm3Vo3Am1z","1f25d5f4","1","2016-01-13 15:34:59"
"75083179","LEemVewWMPAqsm3Vo3Am1z","33277a59","1","2016-01-23 22:47:13"
"e62d6915","LEemVewWMPAqsm3Vo3Am1z","d04c229b","1","2016-02-04 17:19:56"
"7c7a7a33","LEemVewWMPAqsm3Vo3Am1z","8b3d6f17","1","2016-08-24 12:33:42"
"f132fdf1","LEemVewWMPAqsm3Vo3Am1z","fda1750b","1","2016-02-02 12:44:33"
"7a2c8ade","LEemVewWMPAqsm3Vo3Am1z","3ee4d6e3","1","2016-01-24 14:16:43"
"56bbf15b","LEemVewWMPAqsm3Vo3Am1z","9f9caad5","1","2016-01-25 17:40:08"
"6cc5362c","LEemVewWMPAqsm3Vo3Am1z","badc8e38","1","2016-03-18 22:47:07"
"674a52bf","LEemVewWMPAqsm3Vo3Am1z","aebc98b9","1","2017-03-19 12:19:57"
"75083179","LEemVewWMPAqsm3Vo3Am1z","9bb40d09","1","2016-02-08 18:51:09"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","c34c8f79","1","2016-02-01 19:45:12"
"5b59b2e4","LEemVewWMPAqsm3Vo3Am1z","d461b7e6","1","2016-03-24 19:00:59"
"50f6693","LEemVewWMPAqsm3Vo3Am1z","172cb6a8","0","2016-02-21 21:59:24"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","17654086","1","2016-08-31 20:55:42"
"a53d058b","LEemVewWMPAqsm3Vo3Am1z","3d84956b","1","2016-12-10 10:55:05"
"bb9aaa75","LEemVewWMPAqsm3Vo3Am1z","98b546a3","1","2016-10-11 00:20:00"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","8e8e5a81","1","2016-03-01 02:46:47"
"7b3e4372","LEemVewWMPAqsm3Vo3Am1z","890ef621","1","2016-02-17 03:08:48"
"fde6b76f","LEemVewWMPAqsm3Vo3Am1z","776df641","1","2017-05-10 18:35:03"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","20e554fb","1","2016-05-24 06:46:44"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","9269b68a","1","2016-11-04 14:48:15"
"60fc563e","LEemVewWMPAqsm3Vo3Am1z","42e39bb4","1","2016-07-27 07:37:57"
"854947d9","LEemVewWMPAqsm3Vo3Am1z","ce9157e","1","2016-03-02 01:43:11"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","41715c24","1","2017-07-02 15:24:29"
"fcebbbee","LEemVewWMPAqsm3Vo3Am1z","60ae0f3","1","2017-08-19 04:23:42"
"75083179","LEemVewWMPAqsm3Vo3Am1z","dbe575ad","0","2016-02-14 08:04:38"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","3276f0ee","1","2016-02-15 06:08:53"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","6cce5eb5","1","2017-01-24 21:45:48"
"40e6af5f","LEemVewWMPAqsm3Vo3Am1z","5c020691","1","2017-08-18 15:28:07"
"8066605e","LEemVewWMPAqsm3Vo3Am1z","8e8e5a81","1","2016-02-29 03:07:51"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","f6fe37f6","1","2016-02-06 14:24:33"
"2c6f5582","LEemVewWMPAqsm3Vo3Am1z","4c93888c","1","2016-02-22 04:30:58"
"94f76b03","LEemVewWMPAqsm3Vo3Am1z","c729372f","1","2017-04-28 20:20:08"
"5c5f1b1f","LEemVewWMPAqsm3Vo3Am1z","890ef621","1","2016-02-29 14:43:44"
"ef83076c","LEemVewWMPAqsm3Vo3Am1z","cc15f6f2","1","2016-01-15 19:12:54"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-02-01 19:45:09"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","b07e833d","1","2016-01-23 22:50:10"
"228b3360","LEemVewWMPAqsm3Vo3Am1z","ecca084e","1","2016-01-13 13:16:25"
"6e236150","LEemVewWMPAqsm3Vo3Am1z","17b28ab0","1","2016-07-15 04:11:02"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","4bac5fd1","1","2016-09-25 00:11:54"
"e8d7b3c0","LEemVewWMPAqsm3Vo3Am1z","edd0a5b6","1","2016-03-29 18:44:29"
"695cca13","LEemVewWMPAqsm3Vo3Am1z","50868111","1","2016-08-29 08:11:22"
"89e08ab2","LEemVewWMPAqsm3Vo3Am1z","55c24287","1","2016-07-23 11:09:05"
"b255dbee","LEemVewWMPAqsm3Vo3Am1z","993492e3","1","2016-01-07 21:56:29"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","4789b34d","1","2016-03-05 05:54:43"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","790086b0","1","2016-01-24 10:54:39"
"75083179","LEemVewWMPAqsm3Vo3Am1z","4aa286e9","1","2016-02-15 02:16:57"
"1135c8bf","LEemVewWMPAqsm3Vo3Am1z","98298711","1","2016-03-15 21:04:18"
"49ffa5c1","LEemVewWMPAqsm3Vo3Am1z","6215bd54","1","2016-05-31 02:56:42"
"fccddfd3","LEemVewWMPAqsm3Vo3Am1z","ab0bcf12","1","2016-02-16 19:36:53"
"7f511328","LEemVewWMPAqsm3Vo3Am1z","734fa73a","1","2016-10-31 01:22:18"
"94f76b03","LEemVewWMPAqsm3Vo3Am1z","e5e6bde0","0","2017-01-15 03:09:57"
"2098dce8","LEemVewWMPAqsm3Vo3Am1z","97c4784c","1","2016-01-11 04:43:42"
"3f244400","LEemVewWMPAqsm3Vo3Am1z","5f6198b3","1","2016-05-03 17:21:01"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","e40de0c9","1","2016-01-10 11:45:13"
"de803984","LEemVewWMPAqsm3Vo3Am1z","a0048e4f","1","2016-11-06 01:35:00"
"44c32d50","LEemVewWMPAqsm3Vo3Am1z","59ff3922","1","2017-02-17 14:56:49"
"d8f06861","LEemVewWMPAqsm3Vo3Am1z","fa1ae328","0","2016-01-09 03:30:29"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","b1848ad","1","2016-03-29 06:46:30"
"4193088e","LEemVewWMPAqsm3Vo3Am1z","50cc847c","1","2016-03-19 21:39:47"
"8c536823","LEemVewWMPAqsm3Vo3Am1z","fd580db7","1","2016-02-29 08:58:18"
"f5777db0","LEemVewWMPAqsm3Vo3Am1z","2d771ce6","1","2016-01-11 17:01:17"
"fc74cea4","LEemVewWMPAqsm3Vo3Am1z","9bb40d09","1","2017-04-28 18:34:05"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","2441b99e","1","2016-01-10 20:02:34"
"604eca68","LEemVewWMPAqsm3Vo3Am1z","d317f0e4","0","2017-01-24 21:44:25"
"71a6ec10","LEemVewWMPAqsm3Vo3Am1z","5ad90c9f","1","2016-03-27 04:37:37"
"d9fa11a2","LEemVewWMPAqsm3Vo3Am1z","701fe792","1","2016-07-03 00:17:37"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-02-04 19:15:13"
"a0a64bd7","LEemVewWMPAqsm3Vo3Am1z","a4f5767e","1","2016-04-16 02:35:07"
"f34b77d5","LEemVewWMPAqsm3Vo3Am1z","68b74885","0","2016-02-29 08:38:42"
"62472a05","LEemVewWMPAqsm3Vo3Am1z","d461b7e6","1","2016-09-05 05:53:22"
"ed8a0586","LEemVewWMPAqsm3Vo3Am1z","e76c5cb5","1","2016-01-09 08:40:03"
"9cbe07f5","LEemVewWMPAqsm3Vo3Am1z","47159d4c","1","2016-01-23 19:59:36"
"1de4a22d","LEemVewWMPAqsm3Vo3Am1z","28b65990","1","2016-01-15 03:44:49"
"4c8f83b1","LEemVewWMPAqsm3Vo3Am1z","e4cfbf26","1","2017-01-24 21:42:26"
"7037370a","LEemVewWMPAqsm3Vo3Am1z","e605a16","1","2016-04-01 19:39:06"
"2b335fd9","LEemVewWMPAqsm3Vo3Am1z","2d771ce6","1","2016-01-11 04:43:41"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","3dc8bab7","1","2017-06-29 20:29:21"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","2f8afe31","1","2016-02-22 20:39:32"
"cc4734c","LEemVewWMPAqsm3Vo3Am1z","f6fe37f6","1","2016-02-10 20:11:02"
"75083179","LEemVewWMPAqsm3Vo3Am1z","d461b7e6","1","2017-04-27 15:17:03"
"21255976","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-07-21 15:03:07"
"e62d6915","LEemVewWMPAqsm3Vo3Am1z","17654086","1","2016-06-24 22:21:20"
"75083179","LEemVewWMPAqsm3Vo3Am1z","516b9fee","1","2016-03-01 10:35:47"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","9a15a7ff","1","2016-08-29 08:02:07"
"e679e02c","LEemVewWMPAqsm3Vo3Am1z","9b9f926e","1","2016-01-06 23:30:08"
"6cc5362c","LEemVewWMPAqsm3Vo3Am1z","7d32ea1a","1","2016-02-15 20:56:22"
"8133782","LEemVewWMPAqsm3Vo3Am1z","d6fcba49","1","2016-03-05 02:02:33"
"751b1595","LEemVewWMPAqsm3Vo3Am1z","e04774d8","1","2016-01-29 18:13:06"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","c8b7d0d9","1","2017-01-12 13:19:25"
"75083179","LEemVewWMPAqsm3Vo3Am1z","d849b226","1","2016-10-24 23:56:07"
"c1b1325a","LEemVewWMPAqsm3Vo3Am1z","701fe792","1","2016-02-02 14:33:43"
"854947d9","LEemVewWMPAqsm3Vo3Am1z","617e59d0","1","2016-01-15 18:41:56"
"5e622b1c","LEemVewWMPAqsm3Vo3Am1z","62341679","1","2016-02-06 12:10:38"
"23c9b8aa","LEemVewWMPAqsm3Vo3Am1z","bd79d763","1","2016-02-17 00:00:57"
"b5725a38","LEemVewWMPAqsm3Vo3Am1z","557d77a0","1","2016-02-04 19:16:44"
"bf3988fe","LEemVewWMPAqsm3Vo3Am1z","b97fdc7b","1","2016-02-29 08:47:01"
"6cc5362c","LEemVewWMPAqsm3Vo3Am1z","12b1ddab","1","2016-08-05 00:21:01"
"2858122e","LEemVewWMPAqsm3Vo3Am1z","e0050fef","1","2016-02-29 00:34:08"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-09-22 00:17:42"
"b4a06596","LEemVewWMPAqsm3Vo3Am1z","e0050fef","1","2017-01-20 09:07:54"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","583636f0","1","2016-03-14 21:33:24"
"37b9f74e","LEemVewWMPAqsm3Vo3Am1z","33a9ae85","1","2017-02-06 00:50:17"
"f83600f5","LEemVewWMPAqsm3Vo3Am1z","17654086","1","2017-05-21 09:42:14"
"4cf3df6e","LEemVewWMPAqsm3Vo3Am1z","b2d74171","1","2016-02-21 10:33:14"
"f1bc9e03","LEemVewWMPAqsm3Vo3Am1z","650cdd7f","1","2016-02-04 19:15:16"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","60ae0f3","1","2016-06-05 01:33:58"
"f2efcd6c","LEemVewWMPAqsm3Vo3Am1z","c5a5214c","1","2016-03-07 19:49:25"
"ef83076c","LEemVewWMPAqsm3Vo3Am1z","aec47034","1","2016-07-16 23:45:39"
"97bdf5f8","LEemVewWMPAqsm3Vo3Am1z","c9d55793","1","2016-06-26 22:15:36"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","4d8320b8","1","2016-05-01 20:06:05"
"6cc5362c","LEemVewWMPAqsm3Vo3Am1z","41715c24","1","2016-03-03 06:02:52"
"f1bc9e03","LEemVewWMPAqsm3Vo3Am1z","eb34bf9a","1","2016-03-01 21:02:32"
"f1bc9e03","LEemVewWMPAqsm3Vo3Am1z","2441b99e","1","2016-02-23 16:59:13"
"fad17a63","LEemVewWMPAqsm3Vo3Am1z","b0b644fb","1","2016-06-25 20:00:53"
"e731d1db","LEemVewWMPAqsm3Vo3Am1z","df9688d9","1","2016-01-09 16:42:59"
"3f244400","LEemVewWMPAqsm3Vo3Am1z","25a461b2","1","2016-05-01 03:13:54"
"1c1ed85e","LEemVewWMPAqsm3Vo3Am1z","e605a16","1","2016-03-13 00:36:46"
"ba482810","LEemVewWMPAqsm3Vo3Am1z","5f3aefac","1","2016-05-23 07:57:07"
"68f60b0e","LEemVewWMPAqsm3Vo3Am1z","41715c24","1","2016-11-12 20:46:34"
