"jhu_user_id","course_id","discussion_question_id","discussion_question_vote_value","discussion_question_vote_ts"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-01-13 23:14:45"
"27e953e7","LEemVewWMPAqsm3Vo3Am1z","ec4b576c","1","2017-01-22 17:56:23"
"33b6c726","LEemVewWMPAqsm3Vo3Am1z","76458810","1","2016-11-01 14:42:51"
"23ce854d","LEemVewWMPAqsm3Vo3Am1z","83a5d995","1","2016-02-23 00:51:11"
"7a2c8ade","LEemVewWMPAqsm3Vo3Am1z","50abdb0d","1","2016-05-19 13:54:10"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","188bd32d","1","2017-07-30 14:28:29"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","8881cbc4","1","2016-07-13 21:12:49"
"4c8f83b1","LEemVewWMPAqsm3Vo3Am1z","71c4a9e2","1","2016-02-28 20:59:19"
"91115944","LEemVewWMPAqsm3Vo3Am1z","c1133742","1","2016-03-03 00:48:04"
"7037370a","LEemVewWMPAqsm3Vo3Am1z","65e8658b","1","2016-11-14 00:37:45"
"ba8f4aa7","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-01-09 16:04:58"
"d05997f8","LEemVewWMPAqsm3Vo3Am1z","61162f6a","1","2016-02-15 06:24:10"
"388ebc71","LEemVewWMPAqsm3Vo3Am1z","a58199a9","0","2016-02-27 23:22:17"
"74db87bd","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-10-15 02:03:08"
"68f60b0e","LEemVewWMPAqsm3Vo3Am1z","8e271e8e","1","2017-08-20 10:14:44"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","16949c4c","1","2017-05-10 18:36:11"
"cb336196","LEemVewWMPAqsm3Vo3Am1z","2aeb1181","1","2016-09-11 00:25:32"
"9c70c7d3","LEemVewWMPAqsm3Vo3Am1z","ec4b576c","1","2015-12-10 15:59:18"
"64ec3288","LEemVewWMPAqsm3Vo3Am1z","bdde932b","1","2016-01-17 10:47:59"
"b833eb30","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-06 12:01:52"
"d6481e03","LEemVewWMPAqsm3Vo3Am1z","7471a1fe","1","2017-09-26 19:33:50"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","4dd7e237","1","2016-12-12 23:28:53"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","b32d65d7","1","2017-03-19 21:26:58"
"a15bafc4","LEemVewWMPAqsm3Vo3Am1z","7a16519","1","2016-10-12 18:15:42"
"f37df6eb","LEemVewWMPAqsm3Vo3Am1z","98494cc","1","2017-05-11 17:44:42"
"b73ad2c3","LEemVewWMPAqsm3Vo3Am1z","46d39050","1","2016-08-07 07:14:54"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-09-06 21:35:36"
"2baf261c","LEemVewWMPAqsm3Vo3Am1z","5d271b43","1","2016-01-29 14:59:00"
"bb1f1c82","LEemVewWMPAqsm3Vo3Am1z","d321f9d7","1","2016-02-07 07:08:35"
"eae2081d","LEemVewWMPAqsm3Vo3Am1z","4fd1f773","1","2016-06-05 10:55:19"
"3e9ddd93","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-03 07:20:08"
"75083179","LEemVewWMPAqsm3Vo3Am1z","3ffa2c32","1","2016-02-02 05:53:28"
"b34f4607","LEemVewWMPAqsm3Vo3Am1z","3139fdbf","1","2016-02-02 18:41:21"
