"assessment_response_id","assessment_id","assessment_action_id","assessment_action_version","assessment_question_id","assessment_response_score","assessment_response_weighted_score"
"4ccc9e88","O3010Q@5","978e8f6","13","b3RmVw@2","1.0000000","1.0000000"
"560f898b","xDAvSQ@5","c2151f"," 2","b3RmVw@6","1.0000000","0.0000000"
"6c3584b2","O3010Q@5","87cb7083"," 9","b3RmVw@3","1.0000000","1.0000000"
"c25d2437","O3010Q@5","342e908a"," 2","b3RmVw@6","1.0000000","1.0000000"
"b6becd","O3010Q@5","2aab2ad4"," 2","3PvHeQ@2","1.0000000","0.0000000"
"4c773cfb","O3010Q@5","71497d6c"," 2","b3RmVw@2","0.0000000",NA
"d4f06449","O3010Q@8","26818df3","14","b3RmVw@4","1.0000000",NA
"139437ae","O3010Q@5","720b68ca"," 2","oQox3w@1","1.0000000","1.0000000"
"ecad97a6","yWmNPQ@3","959bd170"," 2","b3RmVw@2","1.0000000","1.0000000"
"fcc7a667","O3010Q@8","fc6f4837","18","3PvHeQ@2","1.0000000","1.0000000"
"54babc21","dW1YXw@4","a2e65ea4","17","WttycQ@1","0.0000000","1.0000000"
"b2e5f05b","xDAvSQ@5","b340d01d"," 2","3PvHeQ@2","0.0000000","1.0000000"
"4318d7d9","dW1YXw@4","c3d7d3eb","12","b3RmVw@2","1.0000000","1.0000000"
"9dbe13c9","yWmNPQ@3","d2d8fe3a"," 2","b3RmVw@2","1.0000000",NA
"9940f795","z4nUbw@6","302f43e4"," 2","b3RmVw@3","1.0000000","0.8000000"
"3f98ecd","xDAvSQ@5","4c265e0b"," 2","fGEHEQ@1","1.0000000","1.0000000"
"b065f5f0","xDAvSQ@5","2b90da12"," 2","b3RmVw@2","1.0000000",NA
"4d0c0870","yWmNPQ@3","6d3fc638"," 2","b3RmVw@6","1.0000000","1.0000000"
"831b9c2f","O3010Q@8","5e29fcfe","14","b3RmVw@3","1.0000000","1.0000000"
"5b906723","O3010Q@5","a289e64d"," 2","Cp66Lw@2","1.0000000","1.0000000"
"e26d37ab","O3010Q@5","26c66e2e"," 2","b3RmVw@6","1.0000000",NA
"851b9d39","O3010Q@4","9acdca96"," 2","b3RmVw@3","1.0000000","1.0000000"
"3aa7f149","O3010Q@4","14255b05"," 2","l61z7Q@2","1.0000000","0.0000000"
"9c9f0add","O3010Q@8","e783a1dc","10","WttycQ@1","1.0000000","0.8000000"
"ab2cb542","dW1YXw@4","b38b80a2"," 2","b3RmVw@3","1.0000000",NA
"14a899b3","O3010Q@5","2e7897a3"," 2","seJe7Q@3","0.0000000",NA
"7ab19d9d","xDAvSQ@5","436fe44d"," 2","l61z7Q@2","1.0000000","0.5000000"
"7588e469","O3010Q@4","990cc579"," 2","b3RmVw@3","0.0000000","1.0000000"
"6da839cc","yWmNPQ@6","ebf8207c"," 8","b3RmVw@3","1.0000000","1.0000000"
"9e5d9312","xDAvSQ@5","8df481c"," 2","b3RmVw@4","1.0000000",NA
"8447a072","dW1YXw@4","97470318"," 2","b3RmVw@3","1.0000000",NA
"43a37ad1","O3010Q@5","f7a07382","10","pAh9DQ@2","1.0000000","1.0000000"
"1b2b2b43","xDAvSQ@5","2ef6f540"," 2","b3RmVw@4","1.0000000","1.0000000"
"133cbce9","z4nUbw@6","783bc533"," 2","1uEo4w@1","1.0000000","1.0000000"
"92dcb102","O3010Q@5","6c1bc757"," 9","b3RmVw@3","1.0000000",NA
"850711d0","O3010Q@5","ffd3ccfc"," 2","fGEHEQ@1","1.0000000",NA
"9d7d2d47","xDAvSQ@5","7af506b0"," 2","b3RmVw@4","1.0000000","1.0000000"
"3fdc9a84","dW1YXw@4","45b6bf7","11","fGEHEQ@1","1.0000000","0.0000000"
"c4d41e4e","yWmNPQ@3","cbcb247d","16","b3RmVw@3","0.8333333",NA
"e5872826","z4nUbw@6","57bf3d52"," 2","pAh9DQ@2","1.0000000","1.0000000"
"74e2f466","yWmNPQ@6","aa4eced9"," 2","b3RmVw@4","1.0000000","0.0000000"
"1a63e86a","O3010Q@8","24ffe437","11","b3RmVw@2","1.0000000","1.0000000"
"73798c14","yWmNPQ@3","8784aedd"," 2","b3RmVw@3","1.0000000","1.0000000"
"a216dcc8","O3010Q@8","770e6437"," 2","b3RmVw@3","1.0000000","0.4000000"
"97e8460b","z4nUbw@6","c9677015"," 2","Cp66Lw@2","1.0000000",NA
"3aab0192","z4nUbw@6","a8e79faf"," 2","b3RmVw@6","1.0000000","1.0000000"
"88a8ec7","O3010Q@5","d753d291"," 2","b3RmVw@4","1.0000000","1.0000000"
"fb8aa817","O3010Q@7","c9030a53","11","b3RmVw@2","1.0000000","1.0000000"
"4dc1d3bf","O3010Q@5","a33c2c8"," 2","QujkHw@1","1.0000000","1.0000000"
"eb4dc696","O3010Q@4","9f242451"," 8","b3RmVw@2","1.0000000","1.0000000"
"28e1df57","z4nUbw@6","fb74cd30","16","pAh9DQ@2","1.0000000","1.0000000"
"337bffe0","yWmNPQ@3","2953ce52"," 2","3PvHeQ@2","0.0000000",NA
"fa5e2847","xDAvSQ@5","6132c265"," 2","b3RmVw@3","0.0000000","1.0000000"
"bec45b55","O3010Q@8","e72e9df0"," 2","oQox3w@1","1.0000000","1.0000000"
"f6141847","O3010Q@5","894219fc"," 2","b3RmVw@2","1.0000000","1.0000000"
"1783a544","O3010Q@5","1493349e","15","QujkHw@1","1.0000000","1.0000000"
"6c599e2b","dW1YXw@4","911a8ada","12","b3RmVw@3","1.0000000","1.0000000"
"e30e7bb7","yWmNPQ@3","f393f889"," 2","1uEo4w@1","1.0000000","1.0000000"
"7bbd4e00","O3010Q@5","ec817717"," 2","b3RmVw@2","0.0000000","0.5000000"
"fc7b748c","yWmNPQ@3","478e7ed0","11","QujkHw@1","1.0000000","1.0000000"
"ad456454","xDAvSQ@5","ac0839ac","12","b3RmVw@2","1.0000000",NA
"3d0f68de","O3010Q@5","9fc06655"," 2","l61z7Q@2","1.0000000","1.0000000"
"3e5bac69","yWmNPQ@3","66f67539"," 2","b3RmVw@2","1.0000000",NA
"ada9fc94","dW1YXw@4","5e71a686"," 9","b3RmVw@3","1.0000000","1.0000000"
"ba339fdb","O3010Q@4","eefd7693"," 2","jtfmjw@1","1.0000000","1.0000000"
"d66fb3bf","xDAvSQ@5","d6383382","12","b3RmVw@3","1.0000000","1.0000000"
"9f333f82","xDAvSQ@5","ace2a5a5"," 2","pAh9DQ@2","1.0000000","0.0000000"
"7882b7d7","z4nUbw@6","28b2a62d"," 2","b3RmVw@3","1.0000000",NA
"58dc4c2d","z4nUbw@6","d233463e"," 2","fGEHEQ@1","1.0000000",NA
"7f665c67","xDAvSQ@5","d71b43f2"," 2","b3RmVw@2","1.0000000","1.0000000"
"5f1098c8","xDAvSQ@5","5dc9f287","12","QujkHw@1","1.0000000","1.0000000"
"9365452f","xDAvSQ@5","d28755e0"," 2","b3RmVw@3","1.0000000",NA
"ad9f4454","z4nUbw@6","5ba4ccae","15","seJe7Q@3","1.0000000",NA
"56e4fc73","yWmNPQ@3","e3544ddb"," 2","1uEo4w@2","1.0000000","1.0000000"
"fbe00e9c","O3010Q@4","5f7a8181"," 2","QujkHw@1","0.0000000","1.0000000"
"75fbd874","xDAvSQ@5","87cbeaac","18","b3RmVw@2","1.0000000","0.0000000"
"e355e26e","z4nUbw@6","f40c012c"," 2","b3RmVw@3","0.5000000",NA
"91aed713","dW1YXw@4","642347b9"," 2","pAh9DQ@2","1.0000000","1.0000000"
"1b9fd3d6","yWmNPQ@3","8ac1189a"," 2","b3RmVw@2","1.0000000",NA
"4730f16e","O3010Q@8","331fea72"," 2","jtfmjw@1","1.0000000","1.0000000"
"7c003211","xDAvSQ@5","8cde3e5e"," 2","b3RmVw@2","1.0000000","1.0000000"
"639fb55","dW1YXw@4","17492c81","17","pAh9DQ@2","1.0000000",NA
"fc5aa328","O3010Q@4","c141db88"," 8","b3RmVw@4","1.0000000",NA
"c5b001a3","O3010Q@8","d319213d"," 2","WttycQ@1","1.0000000","1.0000000"
"14aecd99","O3010Q@4","1eb5c44c"," 2","1uEo4w@2","1.0000000","1.0000000"
"5fbd2ff3","O3010Q@4","e8eebd9a"," 2","b3RmVw@3","1.0000000","1.0000000"
"97260c22","O3010Q@5","4519c6e4"," 2","b3RmVw@3","1.0000000","1.0000000"
"d0da9374","O3010Q@5","b35dc871","13","seJe7Q@3","0.0000000",NA
"9d80d98f","xDAvSQ@5","4adabbdd"," 2","b3RmVw@3","0.5000000","0.0000000"
"12659dca","xDAvSQ@5","ad688367"," 2","fGEHEQ@1","1.0000000",NA
"afebfc2a","O3010Q@7","26340046","10","b3RmVw@2","1.0000000",NA
"c8c2cd29","yWmNPQ@3","d7df82f9"," 2","l61z7Q@2","1.0000000","1.0000000"
"490fbac3","O3010Q@5","29ba58ff"," 2","9BZbew@1","1.0000000","0.5000000"
"e0ee69a3","yWmNPQ@3","f0278bf6"," 2","b3RmVw@3","1.0000000","1.0000000"
"a1106fa3","z4nUbw@6","74274c1a","21","QujkHw@1","1.0000000","1.0000000"
"3dc9fc71","dW1YXw@4","832e4191"," 2","b3RmVw@5","1.0000000","1.0000000"
"cf7964ea","dW1YXw@4","199bee88"," 2","b3RmVw@3","1.0000000","1.0000000"
"87414994","dW1YXw@4","32c25a9e","12","b3RmVw@2","1.0000000","1.0000000"
"7bd5b911","O3010Q@8","e8fd7451","15","1uEo4w@2","1.0000000",NA
"50f6de52","yWmNPQ@6","cfd8e94c","17","b3RmVw@7","1.0000000",NA
"c6df9799","xDAvSQ@5","50b1299f"," 2","jtfmjw@1","1.0000000","1.0000000"
"de897d2d","O3010Q@7","d6fa6b80"," 2","b3RmVw@3","1.0000000","1.0000000"
"35b4c25e","O3010Q@4","e412b8bc"," 2","oQox3w@2","1.0000000","1.0000000"
"611f52fc","yWmNPQ@3","27b2c47b"," 2","uvVA8Q@1","1.0000000",NA
"282c42a7","xDAvSQ@5","7e31270e","10","b3RmVw@3","0.0000000","0.6000000"
"2b9341f2","O3010Q@5","3339c42b"," 2","b3RmVw@2","1.0000000","1.0000000"
"dad16a92","yWmNPQ@3","e5864db0"," 2","WttycQ@1","1.0000000","1.0000000"
"ca97603","O3010Q@5","9299712f"," 2","b3RmVw@3","1.0000000","1.0000000"
"e2d1d523","yWmNPQ@3","b9b98b6f"," 2","WttycQ@1","0.0000000","1.0000000"
"9e1961cd","xDAvSQ@5","8bff0cf9"," 2","b3RmVw@3","0.8333333",NA
"4a55bcf","dW1YXw@4","2dceae10"," 2","b3RmVw@2","1.0000000","1.0000000"
"ffb798a2","O3010Q@4","1c236668"," 2","pAh9DQ@2","0.6000000",NA
"6a82442","z4nUbw@6","d48824ce"," 2","QujkHw@1","1.0000000","1.0000000"
"9685e2e6","O3010Q@5","8a8bc204"," 2","seJe7Q@3","1.0000000","0.0000000"
"1eb94422","O3010Q@4","49d4d9d4"," 2","b3RmVw@2","1.0000000","1.0000000"
"d3474daa","O3010Q@8","43368e79"," 2","1uEo4w@1","1.0000000","0.5000000"
"9cc82fc6","O3010Q@6","1135d26"," 2","dW1YXw@1","1.0000000","1.0000000"
"d7d007e1","O3010Q@5","a794e892"," 2","b3RmVw@2","0.0000000","1.0000000"
"2503e049","xDAvSQ@5","aa152856"," 2","jtfmjw@1","1.0000000",NA
"66548df4","O3010Q@4","3920cb52"," 2","dW1YXw@1","1.0000000",NA
"98a347f3","yWmNPQ@3","54a0f2ff"," 2","b3RmVw@3","1.0000000","0.0000000"
"226775a6","dW1YXw@4","c619ab80","12","b3RmVw@2","1.0000000","1.0000000"
"a7e4a3ae","dW1YXw@4","151e089"," 2","l61z7Q@2","1.0000000","0.0000000"
"e233152c","O3010Q@5","c69d47f3"," 2","b3RmVw@2","1.0000000","0.0000000"
"67f4794c","z4nUbw@6","96636227","11","oQox3w@1","1.0000000",NA
"772d0909","O3010Q@4","1fa1b1e9","12","b3RmVw@3","1.0000000",NA
"62a0aaae","yWmNPQ@4","ee22e872"," 2","oQox3w@1","1.0000000","1.0000000"
"7c4977d5","O3010Q@4","367a626a"," 2","b3RmVw@4","1.0000000","1.0000000"
"13d42bb9","O3010Q@5","d0a63661"," 2","QujkHw@1","1.0000000","1.0000000"
"d03c7fda","O3010Q@5","8b957db7","19","b3RmVw@2","1.0000000","1.0000000"
"facd85ec","yWmNPQ@3","dd32b45a"," 2","l61z7Q@2","0.6000000","1.0000000"
"210cafdc","yWmNPQ@3","f99a8c31"," 2","b3RmVw@4","1.0000000","1.0000000"
"aefc2610","xDAvSQ@5","9f4f121b"," 2","b3RmVw@3","1.0000000",NA
"cf29aebd","xDAvSQ@5","46f0daf0","12","b3RmVw@3","1.0000000","1.0000000"
"97f936aa","O3010Q@5","21822992"," 2","LdjFWw@2","1.0000000","0.0000000"
"6e467d8d","xDAvSQ@5","9c108bae"," 2","Cp66Lw@2","1.0000000","0.0000000"
"e9e48e93","z4nUbw@6","7ba5cdd6"," 2","3PvHeQ@2","1.0000000",NA
"78bc5f2d","z4nUbw@6","fa3ac921"," 2","b3RmVw@3","1.0000000","1.0000000"
"fd9823e8","z4nUbw@6","a1ccd935"," 2","b3RmVw@3","1.0000000",NA
"4eab6268","dW1YXw@4","1c7b4719"," 8","b3RmVw@2","1.0000000",NA
"c8b11885","O3010Q@5","747f9b9d"," 2","9BZbew@1","1.0000000","1.0000000"
"a1899352","O3010Q@4","baa7dffb","12","b3RmVw@3","1.0000000","1.0000000"
"4e6ac61d","dW1YXw@4","122b6008"," 2","b3RmVw@3","1.0000000",NA
"bed56dff","dW1YXw@4","53916bb"," 2","fGEHEQ@1","0.0000000",NA
"4f1a076e","dW1YXw@4","8b324b17"," 2","fGEHEQ@1","1.0000000","1.0000000"
"9529e58f","O3010Q@5","a4f3150"," 2","b3RmVw@2","1.0000000","1.0000000"
"a46f1ec8","O3010Q@5","857907ea"," 2","b3RmVw@6","1.0000000",NA
"bb64618e","O3010Q@5","46d9db77","15","b3RmVw@3","1.0000000","0.0000000"
"a83e715b","dW1YXw@4","71b57914"," 2","1uEo4w@1","1.0000000",NA
"5cdeee1f","O3010Q@6","578aab16"," 2","b3RmVw@3","1.0000000","0.2500000"
"16ec5373","z4nUbw@6","daab36c4"," 2","oQox3w@1","1.0000000","1.0000000"
"d480ebe","dW1YXw@4","d17f259f"," 2","b3RmVw@3","1.0000000","1.0000000"
"6441a83b","O3010Q@8","1d526e5d"," 2","b3RmVw@4","0.0000000","1.0000000"
"a4fce4b3","dW1YXw@4","6f243bad"," 2","pAh9DQ@2","1.0000000","1.0000000"
"7d01742a","dW1YXw@4","a7b1ed91"," 2","3PvHeQ@2","1.0000000","1.0000000"
"a3228202","dW1YXw@4","18b658b0"," 2","QujkHw@1","1.0000000","0.0000000"
"66bd126","z4nUbw@6","c4c63364"," 2","b3RmVw@3","1.0000000","1.0000000"
"33ad56ec","yWmNPQ@3","92d9ae7f","10","b3RmVw@2","1.0000000","1.0000000"
"76722752","O3010Q@7","f3e399f5"," 2","WttycQ@1","1.0000000","0.0000000"
"1dde1897","z4nUbw@6","74bf4b49"," 2","b3RmVw@3","1.0000000","1.0000000"
"fe36475f","xDAvSQ@5","942d022d","14","9BZbew@1","0.0000000",NA
"f9867a57","O3010Q@5","c164ffee"," 2","b3RmVw@2","1.0000000","1.0000000"
"24f5b591","dW1YXw@4","fe0307f0"," 2","QujkHw@1","1.0000000",NA
"2bf6de22","z4nUbw@6","308cec47","10","b3RmVw@3","1.0000000","0.7500000"
"dfc50440","O3010Q@4","a13a4d0f"," 2","b3RmVw@3","1.0000000","1.0000000"
"e9196534","yWmNPQ@3","bfd4ff83"," 2","3PvHeQ@2","1.0000000","1.0000000"
"94717818","xDAvSQ@5","19cda2a5","14","fGEHEQ@1","1.0000000","1.0000000"
"edbdbce9","O3010Q@5","20eb56e4"," 2","b3RmVw@2","1.0000000","1.0000000"
"2fd78e58","O3010Q@6","3e9b5fb9"," 2","1uEo4w@1","1.0000000","1.0000000"
"1e6ee5cb","xDAvSQ@5","e5505a2b"," 2","b3RmVw@4","1.0000000","1.0000000"
"b629e123","yWmNPQ@3","7709895f"," 2","WttycQ@1","1.0000000","1.0000000"
"2ea3260f","xDAvSQ@5","140b0dd1"," 2","Cp66Lw@2","1.0000000","1.0000000"
"30e5feed","xDAvSQ@5","9fad93f8"," 2","oQox3w@1","1.0000000","1.0000000"
"fc379306","O3010Q@4","c52e888e","10","QujkHw@1","1.0000000","0.0000000"
"c282daba","O3010Q@4","d29f3a11"," 2","b3RmVw@2","1.0000000","1.0000000"
"a4acbff8","xDAvSQ@5","ff80aa16"," 2","jtfmjw@1","1.0000000",NA
"63999f55","O3010Q@5","212af3b1"," 2","b3RmVw@3","1.0000000","1.0000000"
"ff72c500","O3010Q@4","7dcce14d"," 2","b3RmVw@6","0.0000000","1.0000000"
"c9f07f7c","O3010Q@5","bd025ea5"," 2","3PvHeQ@2","0.5000000","0.8000000"
"65be0260","dW1YXw@4","6ca9e9de"," 2","b3RmVw@2","1.0000000","1.0000000"
"e7d149ae","O3010Q@5","3a3b9ab0"," 2","oQox3w@1","1.0000000",NA
"d1e1e6c9","yWmNPQ@4","e93398a1"," 2","b3RmVw@4","1.0000000","1.0000000"
"45870b2e","O3010Q@4","b7f49029"," 2","b3RmVw@3","1.0000000","1.0000000"
"66abaeac","xDAvSQ@5","7f3d8b6d","12","b3RmVw@3","1.0000000","1.0000000"
"38e3ad2","O3010Q@5","7746d082"," 2","b3RmVw@3","1.0000000","1.0000000"
"2e83ac03","yWmNPQ@3","a4e06f5e"," 2","1uEo4w@2","1.0000000","1.0000000"
"8ef4f1c","dW1YXw@4","5fef4f8f","12","b3RmVw@3","1.0000000","1.0000000"
"c5547abd","xDAvSQ@5","274a90ae"," 9","WttycQ@1","1.0000000","1.0000000"
"62f3111","z4nUbw@6","7b3beaac"," 2","b3RmVw@2","1.0000000",NA
"f9cad61e","xDAvSQ@5","5672860e"," 2","b3RmVw@3","1.0000000","0.0000000"
"844b3e68","xDAvSQ@5","221b37e0"," 2","pAh9DQ@2","1.0000000","1.0000000"
"540fcf9f","yWmNPQ@6","63be925a"," 2","b3RmVw@3","1.0000000","1.0000000"
"59407f26","xDAvSQ@5","b7ca7d6a"," 2","seJe7Q@3","1.0000000","1.0000000"
"a7922b4","O3010Q@5","e616e33b"," 2","b3RmVw@2","1.0000000",NA
"8a7a4f87","O3010Q@5","a1231564"," 2","b3RmVw@2","1.0000000","1.0000000"
"bda49add","z4nUbw@6","990eb399","12","b3RmVw@3","1.0000000","1.0000000"
"1af42523","O3010Q@5","230c948b"," 2","Cp66Lw@2","1.0000000","1.0000000"
"1a951187","yWmNPQ@3","1ad71e5e"," 2","b3RmVw@3","1.0000000","1.0000000"
"7b139c88","z4nUbw@6","671eeb4e"," 2","b3RmVw@3","1.0000000","1.0000000"
"de9b5fa6","z4nUbw@6","771025f8"," 2","l61z7Q@2","0.0000000","0.0000000"
"b44e4abe","xDAvSQ@5","44ded748"," 2","b3RmVw@2","1.0000000",NA
"4ece1d6c","z4nUbw@6","ef2dfc8e"," 2","oQox3w@2","1.0000000","1.0000000"
"5581eba1","O3010Q@5","fe7d73e"," 2","l61z7Q@2","1.0000000","1.0000000"
"13319bc4","O3010Q@4","5c2602c4"," 2","oQox3w@1","1.0000000","1.0000000"
"569e69a9","yWmNPQ@3","552fa492","13","1uEo4w@2","0.4000000",NA
"8c56d38d","xDAvSQ@5","394a82ff","14","uvVA8Q@1","1.0000000","1.0000000"
"e44ad507","yWmNPQ@3","48829fb3","10","1uEo4w@1","1.0000000","1.0000000"
"5ceb6395","O3010Q@8","c20145ae"," 2","1uEo4w@1","0.0000000","0.0000000"
"c25fe739","dW1YXw@4","1e9c5482"," 2","b3RmVw@2","1.0000000","1.0000000"
"1a51bfca","z4nUbw@6","122b065a"," 2","WttycQ@1","1.0000000","1.0000000"
"e8d4782b","yWmNPQ@3","541ac738"," 2","LdjFWw@2","1.0000000",NA
"a1111aab","O3010Q@4","e3d160d8","12","b3RmVw@2","1.0000000","1.0000000"
"be9e229a","O3010Q@5","90f5acce"," 2","b3RmVw@2","1.0000000","0.7500000"
"89ca4560","yWmNPQ@6","9c7274b","11","3PvHeQ@2","1.0000000","1.0000000"
"e080cee2","z4nUbw@6","73bf0be6"," 2","b3RmVw@3","1.0000000",NA
"be9a15fc","yWmNPQ@3","732d5c7c"," 2","b3RmVw@2","1.0000000","0.0000000"
"392d858d","z4nUbw@6","4c0a451"," 2","l61z7Q@2","1.0000000","1.0000000"
"323c1e32","xDAvSQ@5","9855f7ef"," 2","3PvHeQ@2","1.0000000","1.0000000"
"ae4e23b","z4nUbw@6","34818833"," 2","Cp66Lw@2","1.0000000","0.4000000"
"a89c7b98","xDAvSQ@5","76007ce3"," 2","3PvHeQ@2","1.0000000",NA
"e63baa8f","dW1YXw@4","f53a8e83"," 2","seJe7Q@3","1.0000000","1.0000000"
"cc74303b","O3010Q@7","8c002641"," 2","Cp66Lw@2","1.0000000","1.0000000"
"4b16a65f","z4nUbw@6","98223cf3","14","oQox3w@1","1.0000000","1.0000000"
"ffd857c5","yWmNPQ@3","55fa2ed8"," 2","b3RmVw@2","1.0000000","0.6000000"
"4bf363ed","z4nUbw@6","6263991f"," 2","WttycQ@1","1.0000000",NA
"58b39c1","z4nUbw@6","388488bd"," 2","b3RmVw@3","0.7500000",NA
"e09101d3","xDAvSQ@5","627e8582"," 2","b3RmVw@7","1.0000000","1.0000000"
"ff19b9a5","O3010Q@5","5309eafc"," 2","1uEo4w@1","1.0000000","1.0000000"
"c7bda777","O3010Q@8","3627863e"," 2","b3RmVw@2","1.0000000","1.0000000"
"bdb834e5","O3010Q@4","e1941b04"," 2","b3RmVw@2","1.0000000","1.0000000"
"dbac26e","xDAvSQ@5","3879dc6b"," 2","b3RmVw@2","1.0000000","0.0000000"
"9fe10254","dW1YXw@4","76f429c8"," 2","oQox3w@1","1.0000000","0.0000000"
"6cd2e0c","yWmNPQ@3","bb3cc9df"," 2","l61z7Q@2","0.6000000","1.0000000"
"f1c383d2","O3010Q@7","8235fd20","18","b3RmVw@3","1.0000000","1.0000000"
"4db5d65e","dW1YXw@4","75895957","12","WttycQ@1","0.0000000","1.0000000"
"8a8eaa56","xDAvSQ@5","919b7bb3"," 2","pAh9DQ@2","1.0000000","1.0000000"
"7ae59ff","z4nUbw@6","85623d22"," 2","b3RmVw@2","1.0000000","1.0000000"
"4891a3df","yWmNPQ@3","f410bb8a"," 2","b3RmVw@2","0.6000000","1.0000000"
"1dfcf11e","dW1YXw@4","86772b1c"," 9","uvVA8Q@1","1.0000000","0.0000000"
"20da2555","O3010Q@5","db7fba89"," 2","b3RmVw@4","1.0000000",NA
"d2584ba3","dW1YXw@4","e97bee1e"," 2","b3RmVw@2","1.0000000","1.0000000"
"5cb6694b","dW1YXw@4","b201c372"," 2","LdjFWw@2","0.0000000","1.0000000"
"c3bf5f68","yWmNPQ@3","2df55ca1"," 2","b3RmVw@3","0.8000000","1.0000000"
"fdc20f47","O3010Q@8","5a62875"," 2","b3RmVw@2","1.0000000",NA
"8f9ef8bd","yWmNPQ@3","e9649768"," 2","b3RmVw@2","0.8000000","1.0000000"
"e680d482","yWmNPQ@3","f52407ed"," 2","b3RmVw@3","0.8000000","1.0000000"
"1019e09d","z4nUbw@6","efd6f386"," 2","QujkHw@1","1.0000000","1.0000000"
"649a7cec","z4nUbw@6","dffdb8d0"," 2","b3RmVw@2","1.0000000","1.0000000"
"fa2d47ba","yWmNPQ@3","1c38300f"," 2","b3RmVw@6","1.0000000","0.0000000"
"69055be","xDAvSQ@5","c1110b22"," 2","fGEHEQ@1","1.0000000","1.0000000"
"259c3cf4","yWmNPQ@3","5e3c8962"," 2","b3RmVw@3","1.0000000",NA
"e754d529","yWmNPQ@3","294acb19"," 2","b3RmVw@2","1.0000000",NA
"2e1b1c92","xDAvSQ@5","ad4b1e8a"," 2","1uEo4w@1","1.0000000",NA
"2bace13d","z4nUbw@6","71049c64"," 2","QujkHw@1","1.0000000","1.0000000"
"d21ebba3","xDAvSQ@5","ba79b5a"," 2","9BZbew@1","1.0000000",NA
"11644041","z4nUbw@6","711a7871"," 2","b3RmVw@7","1.0000000","1.0000000"
"b4bb6e8b","O3010Q@7","c9d2fbd","12","b3RmVw@3","1.0000000",NA
"ef636062","yWmNPQ@3","21a76fc0"," 2","b3RmVw@3","1.0000000","1.0000000"
"c60bca9d","yWmNPQ@6","c1110b22"," 2","b3RmVw@2","1.0000000","0.0000000"
"9f52f39","z4nUbw@6","43127ab1"," 9","b3RmVw@2","1.0000000","0.0000000"
"7abfdc4d","O3010Q@4","f4214167","20","b3RmVw@3","1.0000000","1.0000000"
"353c437e","z4nUbw@6","156d5168"," 2","b3RmVw@2","1.0000000","1.0000000"
"c5fa8db7","yWmNPQ@3","8db4d1f7"," 2","pAh9DQ@2","1.0000000","0.0000000"
"b5a82c9f","xDAvSQ@5","e1d089b9"," 2","jtfmjw@1","1.0000000",NA
"b771604e","O3010Q@4","ad12a5da"," 2","WttycQ@1","1.0000000","1.0000000"
"86f9dfc7","z4nUbw@6","827da34f"," 2","fGEHEQ@1","1.0000000","1.0000000"
"b415294d","O3010Q@5","ca30d464"," 2","b3RmVw@2","1.0000000","1.0000000"
"85b81a57","yWmNPQ@3","3a30f9e8"," 2","b3RmVw@3","1.0000000","1.0000000"
"ff3b107b","z4nUbw@6","37845bde"," 2","b3RmVw@3","0.4000000","0.0000000"
"a72d53fc","z4nUbw@6","fe34164c"," 2","oQox3w@1","1.0000000","1.0000000"
"a16418ed","dW1YXw@4","1ecff0df"," 2","1uEo4w@2","1.0000000","1.0000000"
"b53ebe72","O3010Q@4","c6be4823"," 2","uvVA8Q@1","1.0000000",NA
"948b7d4a","dW1YXw@4","7451ae97"," 2","b3RmVw@3","1.0000000","0.0000000"
"5a29fed6","O3010Q@5","d810fa11"," 2","b3RmVw@2","0.0000000",NA
"1f26fce","yWmNPQ@6","1da70014"," 2","b3RmVw@2","1.0000000",NA
"77b65c31","O3010Q@5","34299d45"," 2","b3RmVw@3","1.0000000",NA
"535aebfa","O3010Q@5","56a88319"," 2","b3RmVw@3","1.0000000","1.0000000"
"c2988048","O3010Q@5","7b1d8eab","16","b3RmVw@3","0.5000000","1.0000000"
"875f6b84","xDAvSQ@5","47addf9e"," 2","QujkHw@1","1.0000000","1.0000000"
"f1433bcb","O3010Q@5","974f2219"," 2","b3RmVw@4","1.0000000",NA
"38df9283","O3010Q@4","6619bf71"," 2","b3RmVw@2","0.0000000","1.0000000"
"1bb95f75","z4nUbw@6","4ab17bde","10","LdjFWw@2","1.0000000","1.0000000"
"e37c8844","O3010Q@5","21f4dcc4"," 2","b3RmVw@3","0.0000000","1.0000000"
"f20c3bb3","z4nUbw@6","e651b775","12","oQox3w@1","1.0000000","1.0000000"
"2c3a7923","O3010Q@5","2c257636"," 2","oQox3w@2","1.0000000","1.0000000"
"1a73e877","dW1YXw@4","51310e7c","12","b3RmVw@4","0.0000000","1.0000000"
"291f55aa","xDAvSQ@5","66af2c3e"," 9","oQox3w@1","1.0000000","1.0000000"
"bcf9896c","z4nUbw@6","fbcc0f41"," 2","b3RmVw@2","1.0000000",NA
"d816af5e","xDAvSQ@5","bcea06d2"," 2","b3RmVw@2","1.0000000","1.0000000"
"4c524c96","O3010Q@4","aa43878f"," 2","oQox3w@1","1.0000000",NA
"3e9124c2","xDAvSQ@5","d747c27a"," 2","b3RmVw@3","1.0000000",NA
"ab11ad70","yWmNPQ@6","7086556f","16","QujkHw@1","1.0000000","1.0000000"
"3d0fdfa2","z4nUbw@6","c8ada8d5"," 2","oQox3w@2","0.8000000",NA
"864c0125","O3010Q@8","f9736ded"," 2","b3RmVw@3","0.2500000","1.0000000"
