"jhu_user_id","course_id","course_membership_role","course_membership_ts"
"7d441ae4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2015-12-23 22:07:40"
"cab62c35","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-03-17 05:38:14"
"9b7f47e0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-20 16:09:23"
"1d392138","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-04 08:04:48"
"e0878cde","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-15 16:46:44"
"775bfa62","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-03-09 19:10:13"
"87c00d40","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-02-11 06:43:06"
"468d8195","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-01-18 01:06:07"
"27c745b4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-20 02:50:32"
"b68b52fc","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-05 21:42:41"
"c82514f3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-04 00:49:59"
"185a7dd6","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-29 05:27:12"
"cc822a4d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-10 01:27:42"
"47ac9354","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-11 15:47:35"
"accfc904","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-30 14:24:14"
"fc880dde","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-18 06:40:27"
"78bf632d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-13 02:00:05"
"7d36ec45","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-06 20:59:44"
"f398ae99","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-05 01:30:37"
"74b881df","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:51:01"
"5a8eb8f6","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-08 14:08:06"
"fdefaea8","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-15 07:57:04"
"6f65f766","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-13 09:24:06"
"5255e44f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-06 10:03:41"
"9483d106","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-23 06:26:10"
"d9210cd7","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2017-01-29 16:53:43"
"e8faf02a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-30 06:20:33"
"272ea45c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-05 19:46:55"
"25a3791b","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-06-03 15:58:08"
"e214d6d0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-28 04:42:32"
"affd96c0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-31 19:03:26"
"2cf7c88f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-01 03:44:37"
"e2bb3371","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-04 19:08:13"
"cf61e03f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-01 17:32:23"
"38c39c5e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-10 15:42:24"
"4aec489c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-16 04:51:48"
"6cf62ba5","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-10 01:15:13"
"5c3bdd2b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-07 18:48:23"
"183d7653","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-05 01:55:19"
"90af7d1","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-29 10:53:33"
"375ad4a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-15 21:17:30"
"fcbaa332","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-26 11:13:00"
"b1bd19ea","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-11 14:31:31"
"c2edddb0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-29 18:23:09"
"e50c2dda","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-18 06:48:31"
"320a6959","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-01-04 21:48:39"
"9f7f46f9","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-10-06 09:48:06"
"f2dbc722","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-10 23:27:49"
"3a6af9","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-24 17:24:26"
"af0374de","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-12 02:33:36"
"b7d5d746","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-21 05:27:02"
"566e070","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-02-10 22:48:59"
"638e74e7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-10 17:38:53"
"efa32fee","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-04-01 17:01:29"
"6300d96a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-30 23:35:11"
"54f3d2d0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-29 16:15:09"
"77ad20df","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-20 18:38:51"
"c3af4fbf","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2017-05-07 11:05:07"
"d1bf81a1","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-03 13:44:07"
"cf8b04ed","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-02 05:16:44"
"fbf03181","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-01-11 04:48:24"
"16291726","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-01-15 02:19:28"
"7626e8c7","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2017-02-21 04:25:21"
"c4e61577","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-11 23:54:01"
"827d2c9a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-10 14:26:20"
"2e6f380b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-18 13:57:29"
"e7dfbd7d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-28 19:22:53"
"9bc333ab","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-06 22:09:03"
"ac0c3813","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-24 10:19:30"
"cf2fe58","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-28 02:43:31"
"b416ae35","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-03-28 00:41:55"
"cba70b3d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-28 15:48:37"
"df873aba","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-25 09:48:16"
"66fa552c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-11 08:06:42"
"b6e4c6b8","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-16 02:07:39"
"4c6d3b44","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-04-19 21:19:55"
"e88213a2","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-12 21:20:30"
"914a8a64","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-05-23 03:50:54"
"8c757e08","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-10 20:47:29"
"59129f3f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-21 12:59:35"
"be5e56fc","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-12 18:17:15"
"9f9eae4a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-11 15:56:01"
"2c6691b8","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:50:19"
"508fb535","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-01-24 19:25:27"
"231cf07c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-05 19:14:21"
"f110ce3d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-21 23:59:27"
"d8a9a403","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-01-07 02:00:18"
"ad777839","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2017-08-29 00:06:31"
"b830163a","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-11-14 22:01:21"
"8c6ae716","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-15 00:52:11"
"c54dcf98","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-12-02 05:06:51"
"5854966a","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2017-04-07 10:11:10"
"944c7802","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-04 15:13:02"
"68b68f03","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-25 11:12:42"
"f38c44ad","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:49:04"
"b7ecf292","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-06-23 21:56:39"
"e902144","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-18 07:14:26"
"177d5a24","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-09 09:35:29"
"c6259ad5","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-05 22:30:09"
"83da7538","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-23 03:22:47"
"67cd5d9e","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2015-12-27 18:30:32"
"2b2e4833","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-10 22:54:46"
"2e95308e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-09 05:16:59"
"522a707c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-31 13:29:38"
"ad483d95","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-01 07:13:59"
"74f1a48e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-15 12:47:08"
"7d151385","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-13 15:32:53"
"69a806c6","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-18 01:28:17"
"f6821195","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-24 04:22:44"
"2262c3d0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-13 21:04:09"
"f0293ef2","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-18 10:56:52"
"84ee3400","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-09 00:22:52"
"6e576d6c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-29 15:51:43"
"ee6a535e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:48:10"
"627ef0cc","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-09 03:57:12"
"bfbcbd77","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-17 07:42:47"
"3fdf5320","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-13 21:32:10"
"e69879c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-25 09:09:25"
"d477eb7a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-04 23:08:17"
"ed5a583b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-18 08:00:57"
"9aad4eab","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-23 09:41:09"
"599452af","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-16 01:26:18"
"7f5948a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-07 00:02:11"
"e650b04c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-27 13:45:40"
"32a79be3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-04 18:10:48"
"af57ad58","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-10 08:52:41"
"bf3fec86","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-23 14:42:37"
"1dfb96a1","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-29 20:36:59"
"1a59f20f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-14 15:16:06"
"8fbf946c","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-07-31 17:04:10"
"7a09eb96","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-24 16:11:50"
"58c99322","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-07-01 17:41:00"
"c2e5e7bb","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-17 17:58:23"
"4e528674","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-11 19:06:05"
"e380b0d5","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-02 17:28:27"
"8a5ff677","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-17 01:57:00"
"536a82ec","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-08-14 21:47:56"
"1232de84","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-16 07:23:35"
"a3c337d7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-22 03:37:51"
"c8b91f7e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-05 12:40:07"
"51eb1a35","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-02-10 23:31:41"
"500941a3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-25 02:08:53"
"747d127f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-23 20:06:23"
"dc2e2904","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2015-12-25 08:35:23"
"5e201b94","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-30 20:11:00"
"7d63ced5","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-15 02:10:00"
"a0a47db6","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-04-18 05:08:10"
"5fc05582","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-03-03 03:34:41"
"9d1cb3a3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-18 15:57:38"
"9f07dabd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-14 22:15:43"
"cae37d95","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-03 13:40:21"
"ec2f54e6","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-29 09:37:41"
"51f942b1","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-27 02:37:34"
"f92138ea","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-24 10:20:30"
"f98801e3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-22 18:17:29"
"82212c4a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-15 00:11:50"
"8be52edd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-10 17:46:21"
"df1d180f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-25 01:16:42"
"c6112c9","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-11 00:07:03"
"61299539","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 02:07:31"
"ee7f008c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 14:19:32"
"34fe6b47","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-08 14:29:04"
"24ca5611","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-03 06:37:49"
"623e7605","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-08 15:51:24"
"b5ea42bc","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-17 09:09:32"
"9544836e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-11 00:06:37"
"6ea213db","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-01-18 21:14:45"
"4c884a4b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-19 14:30:21"
"280a72fd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-20 00:51:34"
"b4cc9725","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-27 00:46:30"
"53d63e5","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-24 20:36:49"
"1a3e9d99","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2017-08-08 15:20:18"
"13d33336","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-11 00:06:36"
"f34873f5","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-02 22:03:35"
"914e1938","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-08 00:28:45"
"abcba885","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-15 18:34:29"
"92e31a35","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2015-12-30 13:31:25"
"8750e197","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-31 21:33:34"
"c2721e72","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:48:38"
"c79beeb6","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-30 15:40:25"
"6412da30","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-21 21:59:30"
"4e462e4d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-01 08:09:41"
"6f5b4ef3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2015-12-23 09:05:49"
"bb3a1249","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-07-19 06:02:05"
"b9f286d0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-24 17:40:45"
"f763263a","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-01-05 17:37:26"
"c1609cb2","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-02 03:11:16"
"12edfe1d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-14 21:49:26"
"3f697f58","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-10 23:35:01"
"977e06da","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-14 04:20:58"
"d9ca6a4f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-22 10:48:59"
"3f675e19","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-31 18:03:53"
"1e3e6708","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-11 10:40:14"
"2eb647d2","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-07 11:49:46"
"ee4a2b8e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-17 01:05:57"
"d41aeab4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-05 10:38:50"
"c1347894","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-17 02:11:11"
"363481ba","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-03 12:37:40"
"635dd7c2","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-29 15:29:29"
"13dbacc7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-27 19:56:57"
"4bf45e4b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-26 21:12:04"
"f2303996","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-20 22:38:03"
"a22fb672","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-14 12:01:07"
"5965e122","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-13 16:11:31"
"e54626bd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-02 15:09:42"
"267a7086","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-01-05 09:47:04"
"a2b315dd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-28 13:07:23"
"b1c14eea","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-08 05:23:46"
"544326e9","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-03 16:04:38"
"a976dcce","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-16 09:18:32"
"fb09406e","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2017-02-08 21:07:34"
"c10b5c5f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-05 15:05:30"
"9d2f306e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-28 07:29:01"
"bc32dc25","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-16 01:30:53"
"887680c0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-06 03:05:20"
"7042622d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-05 00:36:41"
"77ec14fd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-17 01:04:55"
"f0951f8b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-24 13:08:46"
"22d5d6a4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-04 08:27:32"
"49b23147","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-03 21:13:19"
"84278174","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-26 15:59:01"
"1f94e806","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-21 21:43:58"
"fc0eb38d","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-01-04 21:48:15"
"b33eea47","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-31 18:35:57"
"291569f6","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-27 16:59:27"
"b6e8cbdb","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-10 23:40:53"
"fdc860bf","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-25 20:42:12"
"7142217b","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-04-29 14:15:26"
"4cbbbe17","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-29 02:13:24"
"eafac18b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-20 22:49:08"
"dad7e529","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-04-02 18:17:18"
"dae79d7b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-12 19:23:32"
"5014f58f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-02 11:42:19"
"80e6c790","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2017-02-13 03:12:26"
"2b24af21","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2015-12-25 15:49:02"
"f3fbe336","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-26 12:27:02"
"77d56378","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-28 13:41:03"
"3439e44e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-08 22:08:28"
"dc25da0e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-21 07:01:03"
"e921665b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-02 16:16:21"
"6a6f34eb","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-04-15 21:21:02"
"984f1f62","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-15 11:54:48"
"2bb47452","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-30 09:21:26"
"74bb4b1d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-29 00:29:42"
"4ea3e83d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-06 02:19:42"
"e8bb500e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-13 13:52:26"
"a9097d41","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:50:19"
"47ab7790","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-20 10:32:37"
"cc599658","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-26 16:14:56"
"db686b1d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-10 23:50:12"
"4275612e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-09 17:36:45"
"1ef5180d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-02 18:49:00"
"6750c486","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-04 19:00:53"
"dbec9531","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-05 13:25:53"
"bf3e60db","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-05 17:01:03"
"89b12b7f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-26 21:19:17"
"195ef4df","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-09 11:46:28"
"c582f49f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-30 07:30:19"
"5aab567f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-12 07:17:14"
"4633076a","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2017-07-22 19:29:00"
"9e26cea0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-04 18:13:45"
"1c214","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-10 13:26:51"
"d6b63489","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-05-30 14:33:50"
"38ab3cd8","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-22 14:22:02"
"b29b78be","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-25 10:03:50"
"e28e2f13","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2017-02-08 06:29:00"
"1055f821","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-16 06:24:11"
"c7673144","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-05 16:43:25"
"bac69ccd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-02 20:20:23"
"43406553","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-19 11:40:33"
"2b6707cd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-05 01:47:43"
"8634d363","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-11 17:26:05"
"c04542e5","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2017-09-23 03:40:17"
"f293be6f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-18 20:13:19"
"c0e28027","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-13 21:24:40"
"2f2f8ba2","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-07 16:51:18"
"a6e0e4a0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-11 00:09:03"
"1437b1d5","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-23 06:27:41"
