"jhu_user_id","user_join_ts","country_cd","region_cd","profile_language_cd","browser_language_cd","reported_or_inferred_gender","employment_status","educational_attainment","student_status"
"2b6e070a","2017-01-14 16:05:00","DE","01","en-US","en-US",NA,NA,NA,NA
"d25f7293","2015-06-29 11:11:54","IN","CA","en-US","en-US","female",NA,NA,"NOT_DEGREE_STUDENT"
"9742160d","2016-10-13 07:21:56","US","FL",NA,"zh-CN","male",NA,NA,NA
"22927842","2014-05-13 07:05:30","KE","CA","en-US","en-US","male",NA,NA,NA
"9c2c0bb8","2014-02-02 16:50:04","GB","VA","en-US","en","male",NA,NA,NA
"8905dc03","2013-09-22 16:09:44","SG","UT",NA,"en-US","male",NA,NA,NA
"d551edc1","2015-01-12 12:55:05","BR","CT","en-US","en-US","female",NA,NA,NA
"dc251ed2","2013-03-30 09:23:37","US","14",NA,"de",NA,NA,NA,"NOT_DEGREE_STUDENT"
"3ee71dc8","2015-02-03 11:19:29","DE",NA,NA,"it-IT","male",NA,NA,NA
"e74fcdac","2013-03-04 11:41:58","CN","CA","en-US","es-US","male",NA,NA,NA
"e7fa19a2","2015-12-22 21:11:02","NP","KA","en-US","en","male",NA,NA,NA
"182dcd6d","2014-06-28 12:46:00","US","KA","en-US","en-US","female",NA,NA,NA
"5ded96ac","2013-10-16 13:51:53","GB","30","en-US","zh-CN","female",NA,NA,NA
"f5da05e4","2016-07-19 15:54:29","US","DC","en-US","en-US","male","EMPLOYED_FULL_TIME",NA,NA
"ce74e5de","2012-10-08 07:19:38","GB","01","en-US","lt",NA,NA,NA,NA
"929440de","2013-01-08 00:59:14","MY","WB",NA,"en-US","male",NA,NA,"NOT_DEGREE_STUDENT"
"30638c75","2015-08-23 05:55:06","CN","WA","en-US","en-US",NA,NA,NA,"FULL_TIME_DEGREE_STUDENT"
"ab143df5","2012-07-21 20:09:58","CN","MO",NA,"en","female",NA,NA,NA
"869a1e1","2013-01-28 23:48:35","ES","KY","en-US","nl-NL","male",NA,NA,NA
"41904c8d","2015-07-13 13:54:54","CN","KA",NA,"en-US","male",NA,NA,NA
"54f0c12e","2013-02-14 05:34:41","RU",NA,NA,"en-US","male",NA,NA,"NOT_DEGREE_STUDENT"
"7b1c936","2012-09-23 23:52:06","IN","NJ",NA,"es-41","male",NA,NA,NA
"7358e25c","2015-06-10 02:22:55","US","25","es-ES","en-US",NA,NA,NA,NA
"eaa489c3","2015-12-06 18:20:06","MA",NA,"en-US","en-US","female",NA,NA,NA
"db909795","2013-04-14 10:33:41","RO","MD","en-US","en",NA,NA,NA,NA
"14430263","2013-05-11 07:18:08","IN","CA","en-US","en-US","female",NA,"DOCTORATE_DEGREE",NA
"54135bcc","2015-08-17 16:00:17","BO","84",NA,"en-US","male",NA,NA,NA
"7ce20f70","2014-12-10 21:46:07","CN","LA","en-US","en-AU","female",NA,NA,NA
"164d737c","2014-06-06 02:02:59","ES","NY","en-US","en-US","female",NA,NA,NA
"3dbcb208","2012-03-07 12:39:29","KR","MH",NA,"pt-BR","female",NA,NA,NA
"e75724db","2017-01-03 12:53:55","US","BU","en-US","ru-RU","male",NA,"MASTERS_DEGREE",NA
"e8435522","2017-04-05 16:19:34","US","IN","en-US","en-us","male",NA,NA,NA
"4b275e25","2015-02-17 18:34:05","US","DL",NA,"en-US","male",NA,NA,NA
"968b2005","2013-10-01 01:34:55","US","34",NA,"en-US",NA,NA,NA,NA
"7c5a6390","2016-02-01 20:28:05","IN","OH","en-US","en-US","female",NA,NA,NA
"fb824fc","2012-01-01 00:00:00","US","IN","en-US","en-US","male",NA,NA,NA
"e7e39cd1","2016-06-08 06:26:11","CN","LL","it-IT","en-GB","male",NA,NA,NA
"1fdda0f4","2016-07-03 01:54:29","US","PA","en-US","en-gb","female",NA,NA,NA
"b9137e7f","2015-07-01 10:41:49","KR","WB",NA,"en-US","male",NA,NA,NA
"ffac5c7b","2013-08-30 10:11:06","IN","65","en-US","en-US","female",NA,NA,NA
"3c067aa7","2015-01-22 15:51:59","FR","MOW",NA,"en-US",NA,NA,NA,NA
"e2237e56","2012-12-14 16:31:59","US","CA","en-US","en-US","female",NA,NA,NA
"2c47efee","2017-05-02 04:16:52","US","NC","en-GB","en-US","female",NA,NA,NA
"dce7d881","2015-04-10 01:45:37","DE","KA","en-US","en-GB","female",NA,NA,NA
"d1e4b6e2","2014-12-10 06:31:32","ES","KP",NA,"pl","male",NA,NA,NA
"ef873ee3","2016-03-24 22:24:23","MY",NA,NA,"en-US","male",NA,NA,NA
"4d5de0dc","2015-12-01 10:09:53","FR","ZH","en-US","en-US","male",NA,NA,NA
"bcf442e7","2015-02-15 20:55:29","US","MOW","en-US","ko-KR","male",NA,NA,NA
"35a2080c","2013-10-02 15:09:41","US","DL","en-US","en",NA,NA,NA,NA
"133559e8","2014-05-12 09:07:26","NL","DF","en-US","zh-CN","male",NA,NA,NA
"bd410291","2014-12-14 21:58:41","IN","NV","en-US","en-US","male",NA,NA,NA
"a09e3ecd","2014-11-30 14:55:39","FR","RM","en-US","en-US","female",NA,NA,NA
"34eff6e1","2014-04-28 07:06:01","US","TX","en-US","en-US","female",NA,NA,NA
"ce5be1cd","2016-09-05 15:21:17","IN","NSW",NA,"en-US","male",NA,NA,NA
"3c9655b5","2012-02-26 07:42:22","BR","CA","en-US","en-NZ",NA,NA,NA,NA
"c561077","2014-09-01 10:30:34","US","14","en-US","en-US","male",NA,NA,NA
"9fad6de1","2012-03-07 07:14:09","DE",NA,"en-GB","zh-CN",NA,NA,NA,NA
"da43aa72","2013-06-18 16:51:24","US","NY","en-US","en","male",NA,NA,NA
"3c2235c6","2016-07-05 13:15:04","CM","UT","en-US","en-US","male",NA,NA,NA
"236c477a","2013-01-26 06:33:54","CN","CA","en-US","en-US","male",NA,NA,NA
"617a72c3","2012-04-20 04:36:33","TW","76",NA,"en-US",NA,NA,NA,NA
"aa150592","2013-01-23 05:12:23","US","MA",NA,"en-US",NA,NA,NA,NA
"3cb39061","2016-06-13 23:26:05","CO","MA",NA,"en","male",NA,"BACHELOR_DEGREE",NA
"32e46b82","2015-03-08 22:25:14","NL","TX",NA,"en-us",NA,NA,NA,NA
"24c96a89","2014-08-30 13:02:00","US","30","en-US","en-us",NA,NA,NA,NA
"3b2b34e","2015-10-17 12:33:39","IN","CA","en-US","zh","male",NA,NA,NA
"cd45d80d","2012-03-05 20:29:35","IT","CA","en-US","en-US","male",NA,NA,NA
"6c75ac24","2014-07-04 15:28:15","US","TG","en-US","en-US",NA,"EMPLOYED_FULL_TIME",NA,NA
"2b1c68cb","2017-08-05 18:29:46","CO","YO",NA,"en-US","male",NA,NA,NA
"955acdef","2013-09-07 15:49:22","US",NA,"fr-FR","en-US","male",NA,NA,NA
"1eeb136d","2013-01-22 10:27:29","MX",NA,"en-US","pt-BR","male","SELF_EMPLOYED_FULL_TIME",NA,NA
"679350b6","2013-02-03 15:47:49","US","NY","en-US","zh-CN","male","EMPLOYED_FULL_TIME",NA,NA
"5b3383c9","2014-10-05 03:12:17","CA","FL","en-US","ru-RU","male",NA,NA,NA
"dee16c93","2012-04-19 17:07:59","US","ON",NA,"cs-cz",NA,NA,NA,NA
"5a5cd2ae","2016-06-18 21:22:48","AU","MI","zh-CN","en-US","female","EMPLOYED_FULL_TIME",NA,NA
"9c34180","2015-10-26 03:57:18","US","RJ","en-US","en-US","male",NA,NA,NA
"91ab7580","2013-05-03 00:51:47","US","65",NA,"en-US","male",NA,NA,NA
"cf699a79","2013-09-21 08:10:21","AU","BU","en-US","ko","female",NA,NA,NA
"2e215f94","2013-06-13 06:25:29","FR","ENG",NA,"en-US",NA,NA,NA,NA
"38eb0096","2016-03-28 15:21:00","GB","MD","en-US","zh-TW","male",NA,NA,NA
"eece59eb","2012-11-14 11:43:11","US","30",NA,"en-US","male",NA,NA,NA
"dbd29b02","2015-08-26 20:34:32","BR","34",NA,"en-GB","male",NA,NA,NA
"76753534","2014-10-20 00:53:38","US","HR","en-US","de-de","female",NA,NA,NA
"241c3a51","2015-02-09 14:48:21","GB","ENG","en-US","zh-CN","male",NA,NA,NA
"4eed05f8","2014-05-29 07:58:32","CO","WA","en-US","en-GB","male",NA,NA,NA
"40ac3cdd","2015-04-21 03:07:06","CO","MA","en-US","ko","female",NA,NA,NA
"385692b","2016-10-23 21:51:06","MY","KA","en-US","zh-TW","male",NA,NA,NA
"ec0c0aa1","2015-02-08 00:24:21","US",NA,"en-US","en-GB","female",NA,NA,NA
"4be32a13","2014-09-18 15:04:21","CN","DL",NA,"en-us","male","UNEMPLOYED_NOT_LOOKING_FOR_WORK",NA,NA
"5b9917d4","2015-06-01 15:09:01","HK","SP","en-US","en-US","male",NA,NA,"NOT_DEGREE_STUDENT"
"bb1cc4c0","2012-04-21 08:52:04","CN","IL","en-US","cs-CZ","male",NA,NA,NA
"36adca37","2012-10-23 09:28:02","CA","ACT","en-US","en","male",NA,NA,NA
"43cb93ae","2014-11-12 22:56:58","CN","NAQ","en-US","en","female",NA,NA,NA
"f09344e4","2014-01-11 15:43:36","SV","IL","en-US","en-US","male",NA,NA,NA
"bdb2e731","2015-01-11 09:46:31","BR","SP","en-US","es-ES","male",NA,NA,NA
"5f392869","2015-04-17 20:43:12","IN","SP",NA,"en-US","male",NA,NA,NA
"296e2998","2012-08-24 09:55:35","US","VA","en-US","en-US","male",NA,NA,"FULL_TIME_DEGREE_STUDENT"
"b7244cfe","2015-09-25 08:27:01","CN","KA","en-US","ru",NA,NA,NA,NA
"5e6e6f32","2012-10-01 10:53:41","BE","UP",NA,"en-US","male",NA,NA,NA
"83c0f304","2013-04-15 04:03:47","IN","KA","en-US","zh-CN","female","EMPLOYED_FULL_TIME",NA,NA
"cb31ca7d","2015-09-25 15:29:50","IN","SD",NA,"en-US","male",NA,NA,NA
"b1183962","2012-09-18 16:59:50","US",NA,NA,"pt-PT","male",NA,NA,NA
"a104aa4b","2015-08-25 17:28:58","US","01",NA,"en-US","female",NA,NA,NA
"9a28cb75","2015-04-08 05:31:05","BR","TX","en-US","en-GB","male",NA,NA,NA
"70287205","2012-06-17 05:39:06","NZ","CA","en-US","en-US",NA,NA,NA,NA
"a5888e0b","2017-06-06 20:13:39","IN","30",NA,"en-US",NA,NA,NA,NA
"d7bbe9be","2015-03-26 12:18:16","IN",NA,"en-US","nl-NL","female",NA,NA,NA
"1d589705","2014-08-16 13:32:55","RU","KA","en-US","en-GB",NA,NA,NA,NA
"487f0e22","2013-03-19 18:17:53","BR","ENG",NA,"en-us","male",NA,"MASTERS_DEGREE",NA
"81729a9c","2016-10-17 01:19:36","GB","MG",NA,"en-US","female",NA,NA,NA
"99e571ca","2015-02-02 05:15:50","RU","TG",NA,"en-US","female",NA,NA,NA
"e1aaccca","2016-02-19 19:43:51","IN","UT",NA,"en-GB","female",NA,NA,NA
"f71d3ed","2015-09-27 19:31:25","IN","1",NA,"en-US","male",NA,NA,NA
"e5af87f7","2015-05-05 13:02:06","SG","BRU","en-US","en-us",NA,NA,NA,NA
"2ff3944d","2016-05-31 13:14:42","NP","CMX","en-US","sl-SI",NA,NA,NA,NA
"cd330075","2015-09-13 11:18:18","CH","30","en-US","en","male",NA,NA,NA
"3aaf188f","2015-08-26 22:33:24","GB","DC",NA,"en-US","male",NA,NA,NA
"af166df","2016-06-06 22:36:14","AU","WI","fr-FR","zh-CN","female",NA,NA,NA
"9de9a34f","2013-01-23 07:33:53","DE","VIC","en-US","en-US","male",NA,NA,NA
"fcb4e54b","2012-11-02 14:41:41","GB","MOW","en-US","en-US",NA,NA,NA,NA
"716414a7","2015-01-19 10:04:05","US","BU",NA,"fr-FR","male",NA,NA,NA
"1dade923","2015-03-01 07:22:29","US","ENG","en-US","en-US","male",NA,NA,NA
"9322816","2014-03-06 12:07:35","CY","GA","en-US","en-us","male",NA,NA,NA
"a3de5c9d","2015-10-27 01:21:43","NO","IL","en-US","en-US",NA,NA,NA,NA
"fd0f9dd0","2013-06-17 14:47:05","EE","IL",NA,"en-US","female",NA,NA,NA
"5447b957","2016-02-16 01:50:04","US","NSW","en-US","hu-HU","female",NA,NA,NA
"cd5258a5","2016-10-14 23:07:29","IN","MO","en-US","en-US","male",NA,NA,NA
"6f0e8099","2016-04-13 09:01:14","US","WB",NA,"ru-RU","female",NA,NA,NA
"41939b1f","2015-03-27 19:30:53","IN","MOW",NA,"en-US","male",NA,"MASTERS_DEGREE",NA
"65ea4d61","2015-06-06 12:39:01","SG","ENG","en-US","en-US","male",NA,NA,NA
"d14f36ef","2016-04-28 15:27:15","CN","9","en-US","en-US",NA,NA,NA,NA
"7d6be6b0","2015-04-21 15:32:25","IN","CA","en-US","es-ES","male",NA,"MASTERS_DEGREE",NA
"2f633713","2013-07-02 12:30:16","RO","GJ",NA,"pt-br",NA,NA,NA,NA
"45aba95","2012-06-05 14:57:47","US","MD","en-US","pt-br","female",NA,NA,NA
"52c53815","2016-12-22 06:18:27","FR","46","en-US","en-US","male",NA,NA,NA
"6511bacf","2014-05-12 05:35:51","US","SD",NA,"en-US","female",NA,NA,NA
"bcfc5422","2015-05-15 22:53:04","CA","KA",NA,"en-US","male",NA,NA,NA
"f0cc2bd0","2013-08-15 06:42:14","IN","MS",NA,"en-US","male",NA,"ASSOCIATE_DEGREE",NA
"14cb34ea","2016-07-07 15:02:34","MY","58","en-US","en-US",NA,"UNEMPLOYED_LOOKING_FOR_WORK",NA,NA
"f0db9466","2015-10-20 17:06:48","US","ENG","en-GB","en-US",NA,NA,NA,NA
"4fff5435","2016-08-15 11:50:28","US","CA","en-US","en-US","female",NA,NA,NA
"c1873cab","2012-10-09 17:17:51","US","01","en-US","en-GB","male",NA,NA,NA
"c113b580","2014-12-30 20:25:53","KR","MA",NA,"en",NA,NA,NA,NA
"f07f85b9","2014-10-23 06:56:27","AL","32","en-US","en-US",NA,NA,NA,NA
"36b39656","2015-02-10 19:39:13","US","M",NA,"en-US","male",NA,NA,NA
"6c68db84","2016-03-21 16:25:46","GB","NSW","en-US","en-us","female",NA,NA,NA
"63523c03","2013-01-21 14:10:35","ES","TX","en-US","en-US","male",NA,NA,NA
"dbbbfa5b","2015-07-05 15:12:19","MY","ENG",NA,"en-GB","male",NA,NA,NA
"68734dfb","2017-05-21 12:37:59","US","MA",NA,"es-ES","male",NA,NA,NA
"63275a45","2013-08-22 05:39:30","US","AG",NA,"en","female",NA,NA,NA
"7d68df30","2016-04-26 18:33:16","IN","42","en-US","en","male",NA,NA,NA
"41ceaa0a","2012-03-06 22:56:25","BR","CHE","en-US","en-US","male",NA,NA,NA
"f609fdfd","2013-08-02 07:51:48","NL","OR","en-US","en-US","male",NA,NA,NA
"e849b44","2015-10-26 03:23:25","TR","52","en-US","en-US","male",NA,NA,NA
"4bff9b1a","2015-10-11 16:23:28","BR","MI",NA,"en-US","female",NA,NA,NA
"76450176","2016-03-11 23:07:53","US","IL","zh-CN","en","female",NA,NA,NA
"85647388","2015-06-10 10:51:06","AR","FL",NA,"uk",NA,NA,NA,NA
"9cffd063","2014-04-23 03:15:47","US","DIF","en-US","en-US","male",NA,NA,NA
"ddfa5796","2015-03-05 09:02:33","IN","NOR","en-US","en-US","male",NA,NA,NA
"71c78757","2014-09-10 05:58:23","NL","30",NA,"zh-CN","male",NA,NA,NA
"9bf453a2","2012-02-20 12:03:45","US","NJ","en-US","en-US","female",NA,"MASTERS_DEGREE",NA
"75f8c42a","2012-03-08 12:23:05","SG","CA","en-US","pt-BR",NA,NA,NA,NA
"47ab7790","2015-05-13 10:22:52","GB","VIC","de-DE","en-US",NA,NA,NA,NA
"2c3e1faa","2013-09-23 17:15:04","IN","BU",NA,"en-US","male",NA,NA,"PART_TIME_DEGREE_STUDENT"
"570c394d","2012-04-24 09:34:25","US","C","en-US","en-US",NA,NA,NA,NA
"6fd71f75","2015-12-06 17:47:39","CN","FL",NA,"en-US","male",NA,NA,NA
"16e63b8d","2015-12-06 19:17:11","US",NA,NA,"en","male",NA,NA,NA
"ae0383da","2015-02-28 14:57:42","SD","ENG",NA,"en-US","male",NA,"BACHELOR_DEGREE",NA
"5085c393","2016-01-18 18:06:08","US","KY","en-US","en-US","male",NA,NA,NA
"1e29cdf4","2014-02-10 19:08:05","US",NA,"en-US","en-US","male","EMPLOYED_FULL_TIME","HIGH_SCHOOL_DIPLOMA",NA
"5a2d9d26","2015-01-09 15:58:01","DE","MA","en-US","ko","female",NA,NA,NA
"f255d153","2015-05-26 15:03:16","FR","IL",NA,"fr-FR","male",NA,NA,NA
"6cb0d43c","2012-10-17 02:04:17","DE","HR","en-US","en-US","male",NA,NA,NA
"98acdbe","2015-10-28 22:08:38","BR","LMA","en-US","en-US","male",NA,NA,NA
"4d156d23","2015-08-01 13:46:17","US","CO","en-US","en-US",NA,NA,NA,NA
"b75f630f","2012-02-24 09:13:05","SG","30","en-US","en-GB","male",NA,NA,NA
"a5253c4a","2013-03-14 11:59:19","US","PE","ru","fr-FR",NA,NA,NA,NA
"4e9ab81c","2014-04-30 01:52:06","JP",NA,"en-US","en-US","male",NA,NA,NA
"7e17df19","2015-11-03 22:46:06","US","CA","es-ES","en-GB","female",NA,NA,NA
"d3a656c","2015-12-11 08:48:58","US","30","en-US","en-US",NA,NA,NA,NA
"1e8f82e7","2015-03-16 16:41:29","US","SP",NA,"en-US","female",NA,NA,NA
"314d7fac","2014-08-27 01:40:37","IT",NA,NA,"en-US","male",NA,NA,NA
"6b0ed6b9","2013-05-25 09:20:12","US","WA",NA,"en-US","male",NA,NA,NA
"5a7fbe1c","2013-10-29 14:40:48","FR",NA,"en-US","en-US","male",NA,NA,NA
"32eac5f","2015-01-04 13:03:11","US","DL",NA,"en","male",NA,NA,NA
"945a0c56","2013-10-28 14:47:39","TW","MAN","en-US","en-US","male",NA,NA,NA
"eb7ab4da","2014-09-08 17:08:13","UA","CA","en-US","nl-NL","male",NA,NA,NA
"6f184191","2016-09-17 02:58:56","US","NY","en-US","en-US","female",NA,NA,NA
"124603fe","2016-10-07 18:38:11","GB","LEN","en-US","tr-TR",NA,NA,NA,NA
"e804eecd","2017-01-25 21:27:38","NP","TN","en-US","es-ES","female",NA,"BACHELOR_DEGREE",NA
"9ef74edb","2017-04-12 17:40:06","US",NA,"pt-BR","en-US","male",NA,NA,NA
"440809ad","2015-11-25 18:03:07","US","CA","en-US","en-US","male",NA,NA,"NOT_DEGREE_STUDENT"
"fd6f90fe","2013-09-22 02:48:53","US","MH",NA,"ja","female",NA,NA,NA
"29fda40d","2014-09-21 06:57:56","US","L","en-US","zh-CN","female",NA,NA,NA
"a412b1c0","2016-02-12 17:43:27","ZA","SG","fr-FR","pt-BR","female",NA,NA,NA
"5a06e6b5","2012-03-20 00:19:09","US","ON",NA,"zh-TW",NA,NA,NA,NA
"752cc5e0","2014-10-10 18:46:54","US","ON",NA,"es-es","male",NA,NA,NA
"543b2a77","2016-04-14 22:04:27","US","HE",NA,"en-US",NA,NA,"BACHELOR_DEGREE",NA
"7506bbb8","2012-08-23 09:14:40","HU","31",NA,"en-IN",NA,NA,NA,NA
"4523120b","2012-10-21 09:51:00","US","ENG","en-US","en-US","male",NA,NA,NA
"239b4922","2017-06-28 22:27:04","MX","ON","en-US","en-AU","male",NA,NA,NA
"62ebc2d8","2016-02-16 09:06:10","NL","1","en-US","en-US","male",NA,NA,NA
"ce568ded","2016-12-15 02:45:22","VN","WB","en-GB","en-US",NA,NA,NA,NA
"a356f70f","2016-06-09 04:03:26","PT","MH","en-US","en-US","male",NA,NA,NA
"39dfaaff","2013-08-22 23:57:20","ZA","TX",NA,"fr-FR","female",NA,NA,NA
"437a289d","2016-02-16 11:47:51","US","ENG","en-US","en","female",NA,NA,NA
"1a9c3672","2015-08-31 09:41:29","NP","VA","en-US","en-US",NA,NA,"MASTERS_DEGREE",NA
"3991a979","2012-03-11 07:25:39","US","DS","en-US","zh","male",NA,NA,NA
"154f774a","2015-02-20 09:14:11","IN","CA","en-GB","fr-CH","male",NA,NA,NA
"a7295fb9","2012-04-19 17:35:13","US","MH",NA,"en-US","male",NA,NA,NA
"bc822b15","2012-12-09 08:23:35","US","NY","en-US","en-US",NA,NA,NA,NA
"f9fc1113","2014-09-02 16:35:32","BR","37","en-GB","en-GB","male",NA,NA,NA
"63de3f31","2016-05-08 15:07:42","IE","OH",NA,"pl-PL",NA,NA,NA,NA
"11be0ae0","2013-12-31 17:48:35","US","HR",NA,"en-US","female",NA,NA,NA
"854947d9","2014-09-11 11:19:49","GB","MI",NA,"en-US","male",NA,NA,NA
"b5aba15d","2013-04-16 06:05:49","NZ","HR","en-US","en-US","male",NA,NA,NA
"5b8f6801","2014-05-30 12:40:24","US","G","en-US","en-GB","male",NA,NA,NA
"62c628b5","2016-06-20 17:27:08","US","TG","es-ES","en-US",NA,NA,NA,NA
"a1f08063","2016-04-26 18:33:04","US","TN",NA,"en-us","male",NA,NA,NA
"f0b73273","2015-09-22 15:40:25","NZ","27",NA,"en-US","male",NA,NA,NA
"f22747bd","2015-04-04 00:04:23","RU","HR","en-US","es","female",NA,NA,NA
"3eee4d71","2015-07-02 07:35:57","KR","L","en-US","en-GB","male",NA,NA,NA
"960251a8","2016-01-18 08:56:23","AE","ML",NA,"de-DE","female",NA,NA,NA
"494943b3","2017-01-19 18:15:43","US",NA,"en-US","es",NA,NA,NA,NA
"3a8adac8","2015-03-15 03:13:45","CA","HR",NA,"en-US","male",NA,NA,NA
"929fe8bc","2014-05-23 23:34:07","US",NA,"en-US","en-US",NA,NA,NA,NA
"1343277a","2015-04-19 15:54:15","TR","DA",NA,"en-ZA","female",NA,NA,NA
"9ea57169","2015-12-09 15:27:51","IN","UP","fr","en-US","male",NA,NA,"FULL_TIME_DEGREE_STUDENT"
"349451a","2013-03-12 04:54:19","US","44","en-US","en-IN","male",NA,NA,NA
"6551f1f9","2016-02-17 12:10:49","FI","33","en-US","zh","male",NA,NA,NA
"130e7853","2012-06-17 15:04:02","US","BRU",NA,"en-GB","male",NA,NA,NA
"4abc660f","2016-08-30 18:18:19","US","MH","en-US","en-US","male",NA,NA,NA
"4e09b1bf","2014-08-13 22:13:32","US","KA","en-US","en-US","male",NA,NA,NA
"f2515ecd","2014-06-16 20:06:52","US","TG","en-US","en-US","male",NA,NA,NA
"b028b7f2","2015-06-04 04:46:04","US","ENG","en-US","en-us","male",NA,NA,NA
"30005ce","2012-06-22 15:53:39","DE","WA","en-US","en-US",NA,NA,NA,NA
"4afd6ea2","2015-10-29 05:11:10","FR","MD","en-US","en-US","male",NA,NA,NA
"f8325b2e","2016-02-26 08:54:51","BE","GA",NA,"en-US","male",NA,NA,NA
"da1c886f","2013-08-01 10:15:44","US","MD","en-US","en-US","male",NA,NA,NA
"77fbb95b","2013-09-01 16:54:39","MY","FL","en-US","zh-CN","female","EMPLOYED_FULL_TIME",NA,NA
"a9ec67ee","2015-09-13 14:24:56","ME","NJ","en-US","en-US",NA,NA,NA,NA
"15575c96","2014-05-15 05:01:14","US","44","en-US","en-US",NA,NA,NA,"FULL_TIME_DEGREE_STUDENT"
"a9dc4c2d","2015-04-22 04:20:30","US",NA,NA,"en-US","male",NA,NA,NA
"f741c64a","2014-02-19 19:07:44","US",NA,"en-US","en-US","male",NA,NA,NA
"c480fe9d","2016-01-04 07:53:46","KW","C",NA,"en-GB",NA,NA,NA,"FULL_TIME_DEGREE_STUDENT"
"645d669e","2014-07-06 14:40:00","IN","14",NA,"en-US","male",NA,NA,"FULL_TIME_DEGREE_STUDENT"
"b1c14eea","2015-07-10 08:12:33","FI",NA,NA,"en-US","male","UNEMPLOYED_LOOKING_FOR_WORK",NA,NA
"b6592749","2017-07-15 14:29:20","DE","01",NA,"zh-TW","male",NA,NA,NA
"ee6a02f1","2015-02-05 04:27:28","SE","CE","en-US","ar","female",NA,NA,NA
"ef7da015","2013-10-26 16:15:49","FR","ENG","nl-NL","fr-FR",NA,NA,NA,NA
"cae30aa1","2014-03-14 21:47:14","ZA","NY","en-US","en-US","male",NA,NA,NA
"9927a17d","2016-09-30 21:31:42","CN","LD","en-US","en-us","female",NA,NA,NA
"6e5b1e77","2015-01-30 15:32:21","US","MZ","en-US","zh-CN","male",NA,NA,NA
"3b9747ce","2016-07-07 18:14:42","JP","FYM","id-ID","en-us",NA,NA,NA,NA
"14398f3f","2016-04-22 13:02:49","VN","BC",NA,"en-US",NA,NA,NA,NA
"6b40b1d2","2015-01-21 14:39:49","IN","DL","en-US","en-US","male",NA,NA,NA
"fcfa4f1e","2015-11-07 19:42:21","AU","C","fr-FR","ru-RU",NA,NA,NA,NA
"2e5477c7","2016-07-17 18:59:03","US","NSW",NA,"en-US","female",NA,NA,NA
"ebc030bd","2017-06-10 02:13:49","US","32","en-US","it-IT",NA,NA,NA,NA
"c3b936","2014-06-01 06:45:28","US","VIC",NA,"en-US","male",NA,NA,NA
"edb79f29","2014-02-20 16:35:53","IN","MN","en-US","en","male",NA,NA,NA
"5683e55b","2016-02-17 17:00:39","US","14","en-US","en-US","male",NA,NA,NA
"1bc286bf","2013-05-09 10:51:31","CN","20",NA,"en-US","male",NA,NA,NA
"79b03504","2016-02-04 14:36:04","US",NA,NA,"en-us","male",NA,NA,NA
"63188b13","2016-09-06 20:06:38","FR","84",NA,"es-ES","male",NA,NA,NA
"36eec32a","2014-09-23 21:57:19","GB","KA",NA,"en-US","male",NA,NA,NA
"35ec6380","2012-04-20 02:57:11","IN",NA,"zh-CN","en-US","female",NA,NA,NA
"486a37d7","2014-06-24 16:47:56","US","CA","en-US","es-MX","male",NA,NA,NA
"20ddc1f4","2016-10-16 11:44:34","CZ","TA","en-US","en-US",NA,NA,NA,NA
"9c2bcac2","2015-03-05 16:28:51","IN",NA,"en-US","ru-RU",NA,NA,NA,NA
"2f136e02","2015-03-14 19:43:59","CN","IDF","en-US","pt-BR","male",NA,NA,NA
"72e47e6d","2012-04-24 03:20:14","CA","TX",NA,"es-ES","male",NA,NA,NA
"7ebcbc7c","2015-10-23 11:52:24","US","ENG",NA,"en-US","male","UNEMPLOYED_LOOKING_FOR_WORK",NA,NA
"26aa9a9a","2016-03-31 03:09:34","NP","BC",NA,"es-MX","male",NA,NA,NA
"c855491c","2012-07-25 18:01:48","IN","MH","en-US","en-US",NA,NA,NA,NA
"3ffe6929","2013-06-25 06:01:30","US","NY",NA,"en-GB","male",NA,NA,NA
"e40825ec","2016-07-12 18:09:22","BR","CA","en-US","en-US",NA,NA,NA,NA
"8cc6c1b4","2016-01-01 16:02:14","EG","DL","zh-CN","de","male",NA,NA,NA
"fde09810","2017-06-02 14:15:49","US",NA,"en-US","en-GB","male",NA,NA,NA
"880e2c15","2013-01-11 03:04:33","PL","DL","en-GB","en-US",NA,NA,NA,NA
"dcc0fe70","2017-03-02 18:24:02","AU","CT","fr-FR","ko-KR","male",NA,NA,NA
"9d607bff","2014-02-06 11:27:06","CN","NSW",NA,"es-ES","male","EMPLOYED_FULL_TIME",NA,NA
"6aff9a6e","2013-07-01 08:43:54","GB","CA",NA,"en-US","female",NA,NA,NA
"201465ab","2013-11-10 01:11:46","US","QC","en-US","es","male",NA,NA,NA
"cf59f60e","2014-12-09 20:35:25","US","TX",NA,"en-GB",NA,NA,NA,NA
"17615bb4","2015-05-26 22:13:30","FR","NJ","en-US","zh-CN","female",NA,NA,"NOT_DEGREE_STUDENT"
"14849fbe","2013-04-12 03:56:41","US","SVE","en-US","en-US","male",NA,NA,NA
"ad288f85","2013-08-08 05:54:37","BE","TG",NA,"en","male",NA,NA,NA
"f04731fd","2016-10-17 15:16:53","US",NA,"en-US","en-US","male",NA,NA,NA
"94962e9a","2013-03-18 17:36:04","US","ZH","en-US","en-US",NA,NA,NA,NA
"667c3a4","2013-01-27 00:26:09","US",NA,"en-US","en-US","female",NA,NA,NA
