"course_branch_id","jhu_user_id","course_branch_grade_ts","course_passing_state_id","course_branch_grade_overall_passed_items","course_branch_grade_overall","course_branch_grade_verified_passed_items","course_branch_grade_verified"
"qsmzmVew","a86f7118","2017-04-11 16:28:55","2","6","0.9940000","4","1.0000000"
"qsmzmVew","ad75f5e6","2016-05-29 12:21:21","2","1","0.9410000","4","1.0000000"
"5e4i8Kvw","986c679d","2016-05-24 23:54:29","2","4","0.9857140","5","0.9857140"
"5e4i8Kvw","328f060a","2017-07-11 02:43:56","2","1","0.9238100","1","1.0000000"
"qsmzmVew","51c5c7d5","2016-11-28 13:57:49","2","6","1.0000000","6","0.9937500"
"5e4i8Kvw","c95fc69","2016-05-07 00:48:45","0","6","1.0000000","3","0.6000000"
"qsmzmVew","880fb647","2016-02-03 21:19:25","2","6","0.9857140","3","0.9638930"
"qsmzmVew","5a93294f","2017-05-04 11:43:45","2","5","0.9857140","6","0.9428570"
"qsmzmVew","9c3df4f5","2016-12-19 00:09:56","2","3","0.9387500","5","0.5612500"
"5e4i8Kvw","bb793068","2016-02-28 15:40:16","2","6","1.0000000","5","0.1500000"
"qsmzmVew","be7f886e","2016-05-26 17:16:36","2","6","0.9600000","6","1.0000000"
"qsmzmVew","e07b7558","2016-10-18 21:09:25","2","4","1.0000000","4","0.6000000"
"5e4i8Kvw","8f995c61","2016-08-06 22:16:27","0","1","0.5150000","6","1.0000000"
"qsmzmVew","327c6f2d","2016-04-04 04:23:08","2","2","0.1600000","4","0.6000000"
"qsmzmVew","73e792cc","2016-03-07 06:55:11","2","4","1.0000000","4","0.9642857"
"qsmzmVew","adf897ae","2016-05-02 07:30:58","2","1","1.0000000","3","0.9714290"
"5e4i8Kvw","d70572fa","2017-03-20 22:16:23","2","4","0.9428570","6","0.2000000"
"qsmzmVew","f7de8b31","2016-03-30 02:20:03","0","4","0.3666670","3","1.0000000"
"5e4i8Kvw","64032af6","2017-06-21 05:55:09","0","4","0.9380950","5","1.0000000"
"5e4i8Kvw","7630f699","2016-09-07 19:17:35","2","4","1.0000000","6","0.9857140"
"5e4i8Kvw","7908a2a","2017-05-12 22:10:09","2","6","1.0000000","3","0.9877500"
"5e4i8Kvw","c3117c47","2016-02-20 00:42:25","2","4","0.9880000","6","0.9375000"
"qsmzmVew","e2e57368","2017-01-16 17:48:19","0","5","0.6000000","6","1.0000000"
"qsmzmVew","62c628b5","2016-02-29 16:58:45","2","4","0.4000000","3","0.2000000"
"5e4i8Kvw","5c515cb","2016-03-09 23:49:24","2","4","0.9123810","4","0.9714290"
"5e4i8Kvw","bab0a49c","2016-11-05 02:16:41","2","1","0.2000000","6","0.9760000"
"5e4i8Kvw","715d2c2f","2016-11-07 14:56:54","2","6","0.9346430","4","1.0000000"
"5e4i8Kvw","e3e5085","2016-08-01 23:11:33","2","4","0.6000000","2","0.9430000"
"5e4i8Kvw","6af33590","2017-06-24 17:23:16","2","4","1.0000000","4","0.9857143"
"qsmzmVew","df26b849","2017-01-03 11:24:42","2","1","0.9857140","2","0.1500000"
"5e4i8Kvw","f0f66c7e","2016-01-10 23:26:21","2","3","0.9028570","4","0.9755000"
"5e4i8Kvw","cbc5cab","2016-05-25 14:53:45","2","6","1.0000000","6","0.9937500"
"5e4i8Kvw","39ace7f0","2017-08-02 18:02:49","0","4","0.9820000","5","1.0000000"
"qsmzmVew","acb924a3","2016-03-05 12:34:37","2","4","1.0000000","4","0.9580357"
"qsmzmVew","317d6178","2016-04-13 19:19:22","0","6","1.0000000","4","1.0000000"
"qsmzmVew","b248dbf8","2017-01-08 13:47:29","2","6","1.0000000","6","0.9937500"
"5e4i8Kvw","3e05e034","2016-10-26 05:46:55","2","4","0.9950000","6","1.0000000"
"5e4i8Kvw","f912fa3a","2017-10-04 20:14:09","2","1","0.6000000","6","0.9714290"
"qsmzmVew","b87c435","2016-09-05 17:56:09","0","6","0.3000000","4","0.0000000"
"qsmzmVew","283230d7","2016-03-06 11:51:09","0","4","1.0000000","4","0.6000000"
"qsmzmVew","4bbb1699","2016-05-26 02:54:48","2","4","0.2000000","6","0.9940000"
"qsmzmVew","f4b1a243","2016-07-04 03:49:20","2","6","0.1260000","1","1.0000000"
"qsmzmVew","c89bc428","2017-10-01 16:09:47","2","4","0.9632500","6","1.0000000"
"qsmzmVew","f0c4070c","2017-03-01 15:14:49","2","4","1.0000000","6","0.9695000"
"qsmzmVew","6804f554","2016-10-19 09:44:39","2","3","0.9757500","4","1.0000000"
"qsmzmVew","98889a3e","2017-01-02 21:37:32","2","4","0.9571430","6","1.0000000"
"qsmzmVew","679b7cce","2017-06-20 12:50:12","2","2","0.9325000","1","0.9671429"
"qsmzmVew","e88c68c9","2017-07-03 12:12:50","2","4","1.0000000","6","0.9757500"
"qsmzmVew","71ed8567","2017-10-04 16:06:46","2","4","1.0000000","3","1.0000000"
"qsmzmVew","19017f09","2017-07-26 03:19:15","2","6","0.9428570","6","0.9758928"
"qsmzmVew","e2d00910","2016-12-05 05:10:11","2","4","0.2000000","4","0.6000000"
"qsmzmVew","f65a35d1","2016-07-31 07:35:03","0","6","0.5666670","4","0.9464286"
"5e4i8Kvw","a6f1738d","2016-03-23 21:50:23","2","4","1.0000000","3","1.0000000"
"5e4i8Kvw","10ed077e","2016-02-03 03:50:06","2","4","1.0000000","6","1.0000000"
"5e4i8Kvw","cff3f73d","2017-03-02 09:11:24","2","4","1.0000000","4","0.0000000"
"qsmzmVew","8bd9fd85","2016-04-16 15:03:09","0","6","0.9687500","4","1.0000000"
"qsmzmVew","f6700887","2017-06-20 14:15:04","2","4","1.0000000","6","0.6000000"
"qsmzmVew","6808d895","2016-09-05 16:23:50","2","6","0.9950000","6","0.9714290"
"qsmzmVew","eb853fb0","2016-05-09 22:19:47","2","6","1.0000000","4","1.0000000"
"5e4i8Kvw","5088c75e","2017-07-29 18:37:31","2","4","0.9523810","4","0.9812500"
"qsmzmVew","57f2943e","2016-05-11 15:20:32","2","3","0.9380950","5","1.0000000"
"qsmzmVew","e59a97e1","2017-06-27 04:14:34","2","6","1.0000000","4","1.0000000"
"qsmzmVew","150e9726","2017-08-06 14:19:20","2","6","0.9508929","6","0.9571430"
"qsmzmVew","94c8c506","2016-04-27 19:50:06","2","6","0.9857140","4","0.9455000"
"5e4i8Kvw","762cbdad","2017-10-04 12:41:03","2","4","0.5266670","4","0.3666670"
"5e4i8Kvw","f25f1eef","2017-03-27 09:12:13","0","6","0.9355000","4","1.0000000"
"qsmzmVew","de0bb113","2016-02-03 04:48:48","2","3","0.9714290","0","1.0000000"
"qsmzmVew","529a8e84","2017-08-05 20:16:57","2","6","0.5666670","4","1.0000000"
"qsmzmVew","7fd79d51","2017-02-14 10:10:36","2","6","0.9857140","4","1.0000000"
"5e4i8Kvw","6c48245e","2017-03-21 15:15:51","2","4","0.6000000","4","1.0000000"
"qsmzmVew","33a6545e","2016-04-20 15:19:39","2","4","0.1500000","4","0.9937500"
"qsmzmVew","52c53815","2017-06-21 21:12:28","2","3","0.5600000","6","1.0000000"
"qsmzmVew","da5ad717","2016-02-03 09:50:36","0","6","0.9238100","4","1.0000000"
"qsmzmVew","ecad0c42","2016-05-11 19:19:54","2","6","0.9857140","4","0.7500000"
"qsmzmVew","1a7c14f2","2017-01-16 04:23:57","2","3","0.7240000","5","1.0000000"
"5e4i8Kvw","ff9bbf96","2016-08-11 07:46:35","2","4","0.9937500","6","0.9950000"
"5e4i8Kvw","c77b476","2016-03-30 18:20:43","0","1","0.7901786","4","0.9600000"
"5e4i8Kvw","ca89ea26","2017-08-20 09:23:09","2","4","0.9537500","4","0.9815000"
"qsmzmVew","24f40ef3","2016-08-16 10:46:41","2","4","0.9857140","6","1.0000000"
"qsmzmVew","8bb4159e","2016-12-21 07:35:43","0","4","1.0000000","6","0.9862500"
"5e4i8Kvw","943bd344","2016-06-24 15:15:59","2","6","0.9666670","4","0.9714290"
"5e4i8Kvw","e846d8a3","2017-05-08 13:18:43","2","6","0.4300000","4","0.6000000"
"qsmzmVew","b8864243","2016-12-26 11:12:16","2","4","1.0000000","4","0.9412500"
"qsmzmVew","a32418f5","2016-05-25 11:51:10","2","1","1.0000000","1","1.0000000"
"5e4i8Kvw","374657e7","2017-09-26 18:14:07","2","4","0.9900000","4","0.6000000"
"5e4i8Kvw","b2095cb8","2017-05-27 16:18:39","1","1","0.5666670","4","1.0000000"
"qsmzmVew","9af7d85d","2017-02-27 19:12:06","2","4","1.0000000","4","0.9937500"
"5e4i8Kvw","827d2c9a","2016-04-26 18:50:18","0","4","1.0000000","6","1.0000000"
"qsmzmVew","a0012170","2017-10-01 17:14:53","2","4","1.0000000","4","1.0000000"
"qsmzmVew","6fd54f72","2016-10-23 10:15:56","2","4","0.9000000","6","0.9285710"
"5e4i8Kvw","67e04ee2","2017-06-13 04:14:57","2","4","0.9857140","6","1.0000000"
"5e4i8Kvw","b6280c78","2017-03-20 00:01:32","2","4","0.6000000","3","0.9571430"
"qsmzmVew","e92a0765","2017-02-20 01:40:06","2","6","1.0000000","3","0.9821429"
"5e4i8Kvw","e412f15a","2017-01-18 09:33:16","0","6","1.0000000","4","1.0000000"
"qsmzmVew","4ed9ae16","2016-05-25 12:22:51","2","3","0.6000000","6","1.0000000"
"qsmzmVew","ba975001","2017-02-23 08:38:59","2","6","1.0000000","4","1.0000000"
"qsmzmVew","260473d6","2016-11-08 16:44:40","2","6","1.0000000","6","1.0000000"
"qsmzmVew","73ebad0c","2016-03-15 01:21:25","2","6","0.9142860","4","0.9580360"
"qsmzmVew","a21ec224","2017-05-18 12:38:44","2","3","1.0000000","4","0.9758928"
"5e4i8Kvw","5e5de83","2017-10-03 18:41:49","0","6","0.9428570","4","0.4437500"
"qsmzmVew","7b3e4372","2016-03-02 09:19:47","2","6","0.4500000","4","1.0000000"
"qsmzmVew","ec542a11","2016-03-02 10:20:03","2","6","1.0000000","4","0.9714290"
"5e4i8Kvw","c36584bc","2016-04-04 05:22:33","2","4","0.9666670","6","1.0000000"
"5e4i8Kvw","2c09b266","2016-07-09 15:21:30","2","6","1.0000000","5","0.9521428"
"5e4i8Kvw","44da7548","2016-11-25 12:13:40","2","4","1.0000000","3","0.9857140"
"qsmzmVew","faea1f80","2016-09-17 10:41:24","2","6","0.9857140","4","1.0000000"
"5e4i8Kvw","fa09d4b6","2016-11-30 20:17:54","2","6","0.4192500","6","0.9666670"
"5e4i8Kvw","877ce4b0","2016-06-01 21:50:39","0","6","0.9600000","6","0.9857140"
"qsmzmVew","a8faec94","2017-02-25 21:11:39","2","6","1.0000000","6","0.9857140"
"5e4i8Kvw","4c37ea3e","2016-04-13 21:20:36","2","6","1.0000000","4","0.9875000"
"qsmzmVew","bf3f988d","2017-04-21 15:15:52","2","6","1.0000000","6","0.9714290"
"5e4i8Kvw","dc311c20","2017-03-27 13:14:59","2","4","1.0000000","4","0.9675000"
"qsmzmVew","670c8f24","2017-08-14 01:08:40","0","3","0.5320000","4","1.0000000"
"qsmzmVew","8a26ec45","2016-07-27 03:11:06","0","5","0.7437500","4","1.0000000"
"qsmzmVew","4b2a4942","2016-07-30 13:43:45","2","6","1.0000000","6","0.9123810"
"qsmzmVew","c4ebba25","2017-08-05 23:02:18","0","6","0.9428570","4","0.6000000"
"qsmzmVew","1026d1e","2017-06-09 23:15:07","2","3","0.9375000","6","0.7285710"
"5e4i8Kvw","1b12b2de","2016-08-30 11:43:34","0","4","0.1600000","3","0.9857140"
"5e4i8Kvw","e3be7358","2017-06-13 16:14:10","2","4","1.0000000","5","1.0000000"
"5e4i8Kvw","8668aec0","2016-07-02 16:50:13","2","6","1.0000000","4","0.8285710"
"5e4i8Kvw","6734cf26","2016-04-05 18:53:22","2","4","1.0000000","4","1.0000000"
"5e4i8Kvw","153ac5da","2016-07-21 07:39:57","2","5","0.4000000","4","1.0000000"
"qsmzmVew","aeb758ab","2016-02-03 02:22:18","2","4","0.9837500","4","0.9857140"
"5e4i8Kvw","d2b49c26","2016-02-01 23:26:15","2","1","1.0000000","3","0.9285710"
"5e4i8Kvw","9c905e34","2016-07-24 09:10:20","2","4","1.0000000","4","0.2750000"
"qsmzmVew","7c38d3e4","2016-05-17 14:21:37","2","4","0.9821429","4","1.0000000"
"5e4i8Kvw","82f5fb8f","2016-12-14 04:41:13","0","6","1.0000000","4","0.9821429"
"5e4i8Kvw","ed8dd48d","2017-02-12 11:48:10","0","6","1.0000000","4","0.6000000"
"qsmzmVew","7a52f697","2017-09-27 01:13:14","2","4","0.9714290","6","1.0000000"
"qsmzmVew","2506cb05","2016-07-26 19:12:17","2","4","0.9857140","4","0.0000000"
"qsmzmVew","49531fe9","2016-03-28 08:19:35","0","6","0.9925000","6","1.0000000"
"qsmzmVew","1e991594","2016-06-22 16:09:45","0","6","1.0000000","4","1.0000000"
"qsmzmVew","99573e62","2016-03-10 03:49:37","2","6","0.1500000","6","0.9571430"
"5e4i8Kvw","16e63b8d","2016-03-30 01:19:48","2","2","1.0000000","6","0.9642857"
"qsmzmVew","b83e76b","2016-09-06 04:50:08","0","4","1.0000000","3","0.9760000"
"qsmzmVew","fc72cfdf","2016-04-23 17:49:50","2","6","1.0000000","3","1.0000000"
"qsmzmVew","410323a6","2016-03-30 20:20:23","0","4","0.2000000","4","0.9714290"
"5e4i8Kvw","ceae8e45","2017-04-15 07:15:24","2","6","1.0000000","5","0.9530000"
"5e4i8Kvw","7747ebaf","2016-11-24 13:13:57","2","6","0.9683928","3","0.9857140"
"qsmzmVew","388ebc71","2016-11-01 04:17:41","0","6","0.9900000","6","1.0000000"
"qsmzmVew","5c0a8ec9","2016-06-23 07:58:37","0","4","1.0000000","4","1.0000000"
"qsmzmVew","80489afc","2016-03-01 12:20:50","2","6","0.9600000","5","1.0000000"
"qsmzmVew","df1cd59f","2016-07-04 13:22:55","2","4","0.9625000","4","1.0000000"
"qsmzmVew","968b2005","2017-06-27 23:11:17","2","4","0.9937500","4","1.0000000"
"qsmzmVew","f8caf342","2017-03-24 12:12:54","2","6","0.9857140","4","1.0000000"
"qsmzmVew","194dfb6f","2017-03-08 19:13:29","2","6","0.9666670","4","1.0000000"
"qsmzmVew","32940e","2017-09-19 20:16:04","2","4","1.0000000","6","0.1200000"
"qsmzmVew","40d2b555","2017-04-29 06:45:05","2","4","0.9714290","4","0.9900000"
"5e4i8Kvw","832bcabd","2016-05-26 13:55:30","2","5","0.6000000","4","1.0000000"
"qsmzmVew","8aa98939","2017-08-17 02:02:00","2","6","1.0000000","4","1.0000000"
"5e4i8Kvw","31900256","2016-05-29 13:21:54","2","3","1.0000000","3","1.0000000"
"qsmzmVew","6c8dae1b","2017-09-04 19:13:14","1","4","1.0000000","4","0.5937500"
"qsmzmVew","8ee71ea7","2017-09-11 05:52:07","2","4","1.0000000","4","0.9571430"
"5e4i8Kvw","f51d3f9f","2017-04-27 08:11:28","0","2","0.9700000","6","0.9314290"
"qsmzmVew","c4c186c","2016-09-06 12:24:05","2","6","0.1500000","6","0.6000000"
"5e4i8Kvw","539ebac2","2016-05-31 08:52:00","2","4","0.9714290","3","0.9455710"
"5e4i8Kvw","97dec2bb","2017-01-18 16:08:06","2","3","0.9650000","4","0.7400000"
"5e4i8Kvw","a8c8d27","2017-03-19 06:21:54","2","6","1.0000000","4","0.9857140"
"5e4i8Kvw","4543d8a","2017-02-14 14:41:10","2","6","0.9857140","4","0.7450000"
"qsmzmVew","199955b3","2016-07-11 22:20:53","2","6","1.0000000","4","1.0000000"
"5e4i8Kvw","b543ffdf","2017-06-17 21:22:38","0","4","0.8952380","4","0.9600000"
"qsmzmVew","5e326f94","2016-06-08 09:11:51","2","6","0.5666670","4","0.9437500"
"qsmzmVew","ef33a67e","2016-07-27 11:10:51","2","2","0.9650000","6","0.6000000"
"5e4i8Kvw","bdb26db6","2017-05-23 11:09:04","2","6","0.9457140","6","0.9428570"
"qsmzmVew","2f5c82b9","2016-06-25 11:50:20","2","3","0.9666670","5","0.5500000"
"5e4i8Kvw","a079b60a","2017-05-05 08:12:23","2","6","1.0000000","6","0.9571430"
"qsmzmVew","7ed9203","2016-05-15 23:51:08","0","6","0.6000000","4","0.6000000"
"5e4i8Kvw","d1fcdf18","2016-02-14 00:34:02","0","4","1.0000000","3","0.6000000"
"5e4i8Kvw","4ec1475f","2017-07-16 02:16:34","2","4","0.9500000","5","1.0000000"
"qsmzmVew","895fe489","2017-04-15 16:03:57","0","4","0.9630000","4","1.0000000"
"5e4i8Kvw","3423aa9","2016-02-04 01:18:53","2","4","0.7571430","3","0.9523810"
"qsmzmVew","5511502c","2016-03-03 08:50:22","0","6","1.0000000","6","1.0000000"
"qsmzmVew","314892aa","2016-05-19 06:05:13","0","6","0.9857140","5","1.0000000"
"qsmzmVew","fcc33e56","2016-04-13 22:20:07","0","6","0.9937500","6","0.9600000"
"qsmzmVew","9b2d3b6d","2017-09-12 19:13:25","2","6","1.0000000","2","1.0000000"
"5e4i8Kvw","fc6d0c88","2016-07-05 23:52:13","2","4","1.0000000","4","1.0000000"
"qsmzmVew","36f3f4f5","2017-08-01 08:24:17","0","4","1.0000000","1","1.0000000"
"5e4i8Kvw","2ac33ab7","2016-08-18 17:53:56","2","2","1.0000000","6","0.8952380"
"qsmzmVew","508c6f5b","2016-02-03 15:19:22","2","6","0.1500000","4","1.0000000"
"5e4i8Kvw","10fe11e8","2017-03-07 05:11:30","2","4","0.9714290","1","0.9825000"
"qsmzmVew","fc74cea4","2016-01-05 18:43:58","2","6","0.2000000","6","0.5697500"
"qsmzmVew","ea306c0d","2017-03-14 04:04:55","2","4","1.0000000","4","0.6000000"
"qsmzmVew","cf7363ff","2016-04-13 19:21:04","2","6","1.0000000","6","0.6000000"
"qsmzmVew","7f29c31f","2017-02-13 16:20:02","0","4","0.9714290","4","0.7714290"
"qsmzmVew","da6a9e5a","2016-08-17 14:14:21","0","6","1.0000000","6","0.9666670"
"qsmzmVew","3e7546a","2016-04-21 17:18:44","2","1","1.0000000","4","1.0000000"
"qsmzmVew","951e206d","2017-02-17 13:11:11","2","4","0.9432500","6","1.0000000"
"5e4i8Kvw","20664b55","2016-06-14 08:03:47","2","4","1.0000000","6","0.9577500"
"5e4i8Kvw","36dd006d","2016-05-28 01:17:48","2","6","1.0000000","6","0.9666670"
"5e4i8Kvw","978bb3fa","2016-02-02 03:49:11","2","4","0.9875000","4","1.0000000"
"qsmzmVew","85c7e3e6","2016-04-17 09:19:37","2","4","0.9714290","6","0.9880000"
"qsmzmVew","b41ea0f","2017-07-12 10:14:11","2","3","0.5600000","6","0.9821429"
"5e4i8Kvw","23250e35","2016-12-10 12:36:59","2","4","1.0000000","6","1.0000000"
"qsmzmVew","31f8b90d","2016-04-27 19:50:06","0","3","0.9850000","4","1.0000000"
"qsmzmVew","6b117780","2017-02-26 03:11:06","2","4","0.9666670","3","0.9266670"
"qsmzmVew","4d371cb7","2017-05-16 22:11:25","2","6","0.9666670","6","0.6000000"
"qsmzmVew","604eca68","2016-08-01 23:05:02","2","6","0.9123810","4","0.9940000"
"qsmzmVew","89d64b44","2017-06-19 18:15:44","2","4","0.9428570","6","0.9523810"
"5e4i8Kvw","de45c82a","2016-05-31 18:53:35","0","6","0.2750000","6","0.2000000"
"qsmzmVew","6ca9a06d","2017-02-16 18:12:18","0","5","0.6000000","2","0.9666670"
"5e4i8Kvw","dc8ac1f4","2016-04-06 18:22:51","2","6","0.9787500","1","0.7437500"
"qsmzmVew","56bbf15b","2016-01-15 02:24:40","2","4","1.0000000","6","1.0000000"
"qsmzmVew","6633e5b0","2017-03-31 13:12:26","2","0","0.9682500","4","1.0000000"
"qsmzmVew","b0f96792","2017-08-23 12:33:34","2","4","0.9857140","6","0.9266670"
"5e4i8Kvw","d477eb7a","2016-03-02 16:21:11","2","6","1.0000000","4","0.2000000"
"qsmzmVew","6263a924","2017-07-22 05:17:06","0","4","0.3600000","6","0.6000000"
"qsmzmVew","d8308ba6","2017-03-02 08:11:19","2","6","0.9238100","3","0.9714290"
"qsmzmVew","aad7bbb9","2016-05-28 06:09:34","0","4","0.9355357","4","0.4500000"
"5e4i8Kvw","79f5c619","2016-07-08 00:53:08","2","6","0.9937500","3","0.9380950"
"qsmzmVew","2baf261c","2016-02-03 06:18:41","2","4","1.0000000","6","1.0000000"
"5e4i8Kvw","89ec8183","2016-03-10 04:19:25","2","4","0.2000000","4","0.9857140"
"qsmzmVew","3f649651","2017-03-04 20:11:47","2","4","0.9666670","4","1.0000000"
"5e4i8Kvw","748953f8","2016-03-03 09:44:43","0","3","1.0000000","1","1.0000000"
"qsmzmVew","65d33b81","2016-01-26 13:35:09","2","4","0.3000000","4","0.9857140"
"qsmzmVew","99281c87","2016-04-07 02:52:32","2","4","0.9666670","6","0.7440000"
"5e4i8Kvw","b332f0ad","2016-02-04 01:48:50","0","6","1.0000000","4","0.4500000"
"qsmzmVew","e304599","2016-01-14 14:17:57","2","4","1.0000000","6","0.9380950"
"5e4i8Kvw","26219079","2016-06-23 06:27:52","2","2","1.0000000","4","1.0000000"
"5e4i8Kvw","ff54d675","2016-09-26 20:44:58","2","4","0.3975000","5","0.9428570"
"qsmzmVew","eb40ccd7","2016-02-07 16:52:10","2","6","1.0000000","6","0.9650000"
"qsmzmVew","d4efe8f7","2016-10-06 09:41:44","2","6","0.9435000","4","1.0000000"
"qsmzmVew","2cb9a11e","2016-03-02 13:57:02","2","4","1.0000000","1","1.0000000"
"5e4i8Kvw","a0eef1ef","2016-05-07 02:48:52","2","6","0.2000000","4","0.9571430"
"qsmzmVew","9f0021e2","2017-08-03 21:11:44","0","4","1.0000000","4","0.5937500"
"qsmzmVew","b8fd908f","2017-02-09 17:38:21","0","6","1.0000000","4","1.0000000"
"qsmzmVew","350a6c45","2016-06-22 00:57:23","2","4","1.0000000","6","1.0000000"
"qsmzmVew","a0e87a1e","2016-07-21 07:39:56","2","4","1.0000000","6","0.9857140"
"qsmzmVew","96180410","2016-08-14 10:33:15","2","4","0.9714290","4","0.9937500"
"5e4i8Kvw","62854c1b","2017-07-17 12:18:00","2","1","1.0000000","6","0.9821429"
"qsmzmVew","1f7bbcec","2017-09-03 17:13:09","2","6","0.1440000","6","0.1500000"
"5e4i8Kvw","16b6e8c7","2017-10-03 02:14:08","2","6","0.9314290","3","0.9580360"
"qsmzmVew","72bed627","2016-05-12 03:49:54","0","6","0.1600000","6","0.6000000"
"5e4i8Kvw","c2346394","2017-09-27 04:14:09","0","6","0.9857140","4","1.0000000"
"qsmzmVew","bc6cd2d6","2016-06-14 00:31:29","2","6","1.0000000","4","0.9463930"
"5e4i8Kvw","2bae1aae","2016-11-21 20:43:31","2","4","0.9615000","2","1.0000000"
"5e4i8Kvw","faee9028","2016-08-08 02:59:49","2","3","1.0000000","4","1.0000000"
"qsmzmVew","182a238e","2016-12-07 19:28:30","1","3","0.9571430","3","0.9857140"
"qsmzmVew","2926061b","2017-10-03 14:14:56","2","4","0.8673571","5","1.0000000"
"5e4i8Kvw","e93da3d2","2016-02-21 21:04:35","0","4","0.9667500","3","1.0000000"
"qsmzmVew","b618f6c6","2016-03-23 01:19:24","2","3","1.0000000","6","0.9666670"
"qsmzmVew","45d68fe8","2017-09-05 00:13:23","0","4","0.2000000","4","1.0000000"
"qsmzmVew","2f4e9d5e","2016-05-26 21:53:41","2","3","1.0000000","4","0.9462500"
"qsmzmVew","2357906b","2016-02-02 14:49:34","2","4","0.5775000","6","1.0000000"
"5e4i8Kvw","67895a3e","2016-01-12 04:49:34","2","3","0.9750000","4","0.9666670"
"5e4i8Kvw","374b8e30","2016-12-05 22:12:07","2","6","0.9865000","4","1.0000000"
"5e4i8Kvw","d7c48e80","2017-02-28 22:29:18","2","4","0.9900000","2","1.0000000"
"5e4i8Kvw","dcb0cd14","2016-01-07 17:50:23","2","3","1.0000000","6","0.9880000"
"5e4i8Kvw","e7dfbd7d","2016-02-03 00:18:39","2","3","0.8285710","6","0.6000000"
"qsmzmVew","9000b808","2017-03-08 11:33:03","0","4","0.9950000","6","0.9314290"
"qsmzmVew","e54354b8","2016-07-09 21:50:23","2","4","0.1500000","4","0.9714290"
"5e4i8Kvw","aa85a8a6","2017-09-26 20:11:27","2","6","0.9428570","1","1.0000000"
"qsmzmVew","6876b8f6","2016-02-14 22:23:35","0","4","1.0000000","3","1.0000000"
"5e4i8Kvw","1502500","2016-03-02 21:50:48","0","3","1.0000000","6","1.0000000"
"qsmzmVew","9506e7c3","2016-05-11 14:20:16","0","4","1.0000000","4","1.0000000"
"qsmzmVew","a659230","2017-05-01 16:10:53","2","6","0.9266670","6","0.9462500"
"5e4i8Kvw","ba4723a3","2017-02-21 14:11:24","2","4","0.9937500","4","0.1260000"
"5e4i8Kvw","b7fb556","2016-03-01 16:52:08","2","6","0.8883929","3","1.0000000"
"qsmzmVew","2065a08f","2016-12-23 17:07:55","0","6","1.0000000","4","0.8571430"
"qsmzmVew","c8cd80f4","2017-03-14 16:13:06","0","1","0.6000000","4","0.1200000"
"5e4i8Kvw","361750c7","2017-05-25 10:12:02","2","4","0.9530360","3","0.9666670"
"qsmzmVew","3ded234e","2017-07-18 14:21:12","0","4","1.0000000","1","0.9285710"
"5e4i8Kvw","5ffbdd1c","2017-07-28 00:01:35","0","4","0.9837500","3","0.4350000"
"qsmzmVew","56ee7543","2017-04-27 01:11:58","2","6","0.9428570","4","1.0000000"
"5e4i8Kvw","1ee392d6","2017-02-11 11:18:11","2","3","0.8695240","6","1.0000000"
"qsmzmVew","73767b9f","2017-05-06 14:10:11","2","6","0.9857140","3","1.0000000"
"5e4i8Kvw","ce54402f","2016-06-23 07:58:37","2","6","0.2000000","6","1.0000000"
"5e4i8Kvw","9d23f565","2017-10-02 02:50:18","2","6","0.6000000","6","0.9457140"
"qsmzmVew","62707702","2017-08-11 22:18:20","0","4","0.9937500","3","0.5500000"
"5e4i8Kvw","bdd264e8","2016-08-22 15:06:19","2","4","1.0000000","4","0.3600000"
"5e4i8Kvw","e0fc5305","2016-03-28 02:51:30","2","6","0.9950000","6","1.0000000"
"qsmzmVew","2adbeaed","2016-06-13 21:34:26","2","2","0.0900000","6","0.6000000"
"5e4i8Kvw","171189a","2016-06-04 16:31:16","0","6","1.0000000","4","0.9825000"
"qsmzmVew","e455cb9d","2016-04-20 05:14:35","2","6","1.0000000","6","0.9130360"
"5e4i8Kvw","c4e0c80c","2016-03-01 18:21:53","2","5","0.7375000","4","1.0000000"
"5e4i8Kvw","b5f62e9e","2017-08-22 13:36:21","2","4","0.9821429","2","0.9714290"
"qsmzmVew","79d59591","2016-04-28 01:19:40","2","4","0.6987500","4","0.9712500"
"qsmzmVew","6b773932","2017-06-09 08:17:49","0","3","1.0000000","6","0.9900000"
"qsmzmVew","a6bf2fef","2016-12-18 16:28:16","0","4","1.0000000","4","1.0000000"
"5e4i8Kvw","fb01f613","2016-11-16 14:14:14","0","4","1.0000000","6","1.0000000"
"qsmzmVew","ee75fb7c","2017-06-16 21:52:55","2","6","0.9462500","6","0.9714290"
"qsmzmVew","4a8dfa20","2016-10-25 01:54:03","0","4","0.9666670","1","0.9571428"
"5e4i8Kvw","2c7f4471","2016-02-15 19:23:27","2","4","0.9857140","4","0.4000000"
"qsmzmVew","c4e52191","2017-09-19 03:28:43","2","4","0.9857140","4","0.9937500"
"qsmzmVew","e0e5d6dd","2017-09-18 15:19:06","2","6","1.0000000","6","0.9266670"
"qsmzmVew","34088227","2016-03-13 04:19:46","2","4","0.9714290","6","0.9857140"
"qsmzmVew","1add010b","2016-05-13 07:35:38","2","4","0.9021429","4","0.9857140"
"qsmzmVew","e6483e7c","2016-06-01 08:20:45","2","2","1.0000000","6","0.9171430"
"qsmzmVew","e47c9ea4","2016-09-01 22:19:06","2","6","0.7225000","4","1.0000000"
